epoc (ms),timestamp (+0800),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1573804426565,2019-11-15T15.53.46.565,0.000,-0.610,-0.061,1.037
1573804426575,2019-11-15T15.53.46.575,0.010,-0.305,0.244,-2.195
1573804426584,2019-11-15T15.53.46.584,0.019,-0.488,0.061,-0.366
1573804426594,2019-11-15T15.53.46.594,0.029,-0.549,0.061,-0.122
1573804426605,2019-11-15T15.53.46.605,0.040,-0.488,0.122,-0.305
1573804426615,2019-11-15T15.53.46.615,0.050,-0.183,0.183,-0.244
1573804426624,2019-11-15T15.53.46.624,0.059,-0.183,0.122,-0.366
1573804426634,2019-11-15T15.53.46.634,0.069,-0.244,0.000,-0.366
1573804426644,2019-11-15T15.53.46.644,0.079,-0.183,0.122,-0.427
1573804426654,2019-11-15T15.53.46.654,0.089,0.061,0.000,-0.610
1573804426665,2019-11-15T15.53.46.665,0.100,-0.061,-0.122,-0.427
1573804426673,2019-11-15T15.53.46.673,0.108,0.000,-0.061,-0.488
1573804426684,2019-11-15T15.53.46.684,0.119,0.000,0.000,-0.549
1573804426694,2019-11-15T15.53.46.694,0.129,0.122,0.122,-0.549
1573804426704,2019-11-15T15.53.46.704,0.139,0.183,0.122,-0.549
1573804426713,2019-11-15T15.53.46.713,0.148,0.000,-0.122,-0.366
1573804426723,2019-11-15T15.53.46.723,0.158,0.122,-0.244,-0.366
1573804426734,2019-11-15T15.53.46.734,0.169,0.183,-0.305,-0.427
1573804426744,2019-11-15T15.53.46.744,0.179,0.305,-0.427,-0.488
1573804426753,2019-11-15T15.53.46.753,0.188,0.305,-0.732,-0.305
1573804426763,2019-11-15T15.53.46.763,0.198,0.366,-0.793,-0.427
1573804426773,2019-11-15T15.53.46.773,0.208,0.305,-0.793,-0.244
1573804426783,2019-11-15T15.53.46.783,0.218,0.183,-0.793,-0.122
1573804426794,2019-11-15T15.53.46.794,0.229,0.122,-0.915,-0.183
1573804426802,2019-11-15T15.53.46.802,0.237,0.000,-0.732,-0.183
1573804426813,2019-11-15T15.53.46.813,0.248,0.183,-0.732,-0.122
1573804426823,2019-11-15T15.53.46.823,0.258,0.366,-0.793,-0.244
1573804426833,2019-11-15T15.53.46.833,0.268,0.671,-0.732,-0.183
1573804426842,2019-11-15T15.53.46.842,0.277,0.671,-0.854,-0.183
1573804426852,2019-11-15T15.53.46.852,0.287,0.671,-0.854,-0.366
1573804426862,2019-11-15T15.53.46.862,0.297,0.793,-0.793,-0.305
1573804426873,2019-11-15T15.53.46.873,0.308,0.610,-0.793,-0.305
1573804426883,2019-11-15T15.53.46.883,0.318,0.488,-0.732,-0.305
1573804426892,2019-11-15T15.53.46.892,0.327,0.793,-0.610,-0.244
1573804426902,2019-11-15T15.53.46.902,0.337,0.732,-0.549,-0.305
1573804426912,2019-11-15T15.53.46.912,0.347,0.915,-0.671,-0.305
1573804426922,2019-11-15T15.53.46.922,0.357,1.098,-0.610,-0.366
1573804426931,2019-11-15T15.53.46.931,0.366,1.159,-0.610,-0.488
1573804426942,2019-11-15T15.53.46.942,0.377,1.098,-0.610,-0.549
1573804426952,2019-11-15T15.53.46.952,0.387,1.098,-0.488,-0.549
1573804426962,2019-11-15T15.53.46.962,0.397,1.098,-0.488,-0.610
1573804426972,2019-11-15T15.53.46.972,0.407,1.098,-0.366,-0.610
1573804426981,2019-11-15T15.53.46.981,0.416,1.098,-0.671,-0.427
1573804426991,2019-11-15T15.53.46.991,0.426,1.159,-0.610,-0.488
1573804427002,2019-11-15T15.53.47.002,0.437,1.098,-0.610,-0.549
1573804427012,2019-11-15T15.53.47.012,0.447,1.159,-0.610,-0.427
1573804427021,2019-11-15T15.53.47.021,0.456,1.037,-0.610,-0.488
1573804427031,2019-11-15T15.53.47.031,0.466,1.341,-0.488,-0.488
1573804427041,2019-11-15T15.53.47.041,0.476,1.098,-0.427,-0.427
1573804427051,2019-11-15T15.53.47.051,0.486,0.976,-0.244,-0.488
1573804427060,2019-11-15T15.53.47.060,0.495,0.854,-0.305,-0.549
1573804427070,2019-11-15T15.53.47.070,0.505,0.854,-0.366,-0.610
1573804427081,2019-11-15T15.53.47.081,0.516,0.732,-0.305,-0.427
1573804427091,2019-11-15T15.53.47.091,0.526,0.610,-0.427,-0.427
1573804427101,2019-11-15T15.53.47.101,0.536,0.427,-0.488,-0.427
1573804427110,2019-11-15T15.53.47.110,0.545,0.610,-0.366,-0.305
1573804427120,2019-11-15T15.53.47.120,0.555,0.610,-0.305,-0.305
1573804427130,2019-11-15T15.53.47.130,0.565,0.671,-0.366,-0.366
1573804427141,2019-11-15T15.53.47.141,0.576,0.854,-0.549,-0.427
1573804427150,2019-11-15T15.53.47.150,0.585,0.732,-0.671,-0.427
1573804427160,2019-11-15T15.53.47.160,0.595,0.671,-0.732,-0.427
1573804427170,2019-11-15T15.53.47.170,0.605,0.549,-0.793,-0.366
1573804427180,2019-11-15T15.53.47.180,0.615,0.488,-0.732,-0.366
1573804427191,2019-11-15T15.53.47.191,0.626,0.427,-0.549,-0.305
1573804427199,2019-11-15T15.53.47.199,0.634,0.549,-0.671,-0.244
1573804427210,2019-11-15T15.53.47.210,0.645,0.488,-0.671,-0.244
