epoc (ms),timestamp (+0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1573804426351,2019-11-15T15.53.46.351,0.000,-0.117,0.953,0.075
1573804426362,2019-11-15T15.53.46.362,0.011,-0.114,0.963,0.075
1573804426372,2019-11-15T15.53.46.372,0.021,-0.112,0.963,0.076
1573804426382,2019-11-15T15.53.46.382,0.031,-0.114,0.963,0.081
1573804426392,2019-11-15T15.53.46.392,0.041,-0.122,0.954,0.088
1573804426403,2019-11-15T15.53.46.403,0.052,-0.125,0.945,0.095
1573804426413,2019-11-15T15.53.46.413,0.062,-0.121,0.940,0.100
1573804426422,2019-11-15T15.53.46.422,0.071,-0.118,0.940,0.107
1573804426432,2019-11-15T15.53.46.432,0.081,-0.118,0.948,0.098
1573804426442,2019-11-15T15.53.46.442,0.091,-0.124,0.963,0.096
1573804426453,2019-11-15T15.53.46.453,0.102,-0.131,0.982,0.094
1573804426463,2019-11-15T15.53.46.463,0.112,-0.132,0.989,0.087
1573804426473,2019-11-15T15.53.46.473,0.122,-0.119,0.990,0.087
1573804426483,2019-11-15T15.53.46.483,0.132,-0.124,0.998,0.086
1573804426494,2019-11-15T15.53.46.494,0.143,-0.129,0.997,0.081
1573804426504,2019-11-15T15.53.46.504,0.153,-0.128,0.986,0.073
1573804426514,2019-11-15T15.53.46.514,0.163,-0.127,0.980,0.074
1573804426523,2019-11-15T15.53.46.523,0.172,-0.123,0.976,0.075
1573804426533,2019-11-15T15.53.46.533,0.182,-0.129,0.968,0.073
1573804426543,2019-11-15T15.53.46.543,0.192,-0.133,0.962,0.073
1573804426554,2019-11-15T15.53.46.554,0.203,-0.137,0.961,0.080
1573804426564,2019-11-15T15.53.46.564,0.213,-0.138,0.959,0.078
1573804426574,2019-11-15T15.53.46.574,0.223,-0.126,0.960,0.075
1573804426584,2019-11-15T15.53.46.584,0.233,-0.115,0.958,0.079
1573804426595,2019-11-15T15.53.46.595,0.244,-0.109,0.952,0.081
1573804426605,2019-11-15T15.53.46.605,0.254,-0.111,0.950,0.081
1573804426615,2019-11-15T15.53.46.615,0.264,-0.120,0.945,0.082
1573804426624,2019-11-15T15.53.46.624,0.273,-0.127,0.956,0.078
1573804426634,2019-11-15T15.53.46.634,0.283,-0.136,0.972,0.073
1573804426644,2019-11-15T15.53.46.644,0.293,-0.134,0.979,0.071
1573804426655,2019-11-15T15.53.46.655,0.304,-0.123,0.979,0.076
1573804426665,2019-11-15T15.53.46.665,0.314,-0.114,0.975,0.081
1573804426675,2019-11-15T15.53.46.675,0.324,-0.110,0.967,0.083
1573804426685,2019-11-15T15.53.46.685,0.334,-0.112,0.961,0.085
1573804426696,2019-11-15T15.53.46.696,0.345,-0.112,0.967,0.085
1573804426706,2019-11-15T15.53.46.706,0.355,-0.110,0.973,0.088
1573804426716,2019-11-15T15.53.46.716,0.365,-0.132,0.970,0.088
1573804426726,2019-11-15T15.53.46.726,0.375,-0.138,0.963,0.086
1573804426735,2019-11-15T15.53.46.735,0.384,-0.130,0.961,0.093
1573804426746,2019-11-15T15.53.46.746,0.395,-0.130,0.961,0.099
1573804426756,2019-11-15T15.53.46.756,0.405,-0.126,0.956,0.103
1573804426766,2019-11-15T15.53.46.766,0.415,-0.130,0.950,0.104
1573804426776,2019-11-15T15.53.46.776,0.425,-0.129,0.956,0.104
1573804426787,2019-11-15T15.53.46.787,0.436,-0.125,0.964,0.097
1573804426797,2019-11-15T15.53.46.797,0.446,-0.135,0.968,0.089
1573804426807,2019-11-15T15.53.46.807,0.456,-0.146,0.968,0.084
1573804426817,2019-11-15T15.53.46.817,0.466,-0.145,0.969,0.082
1573804426828,2019-11-15T15.53.46.828,0.477,-0.142,0.968,0.083
1573804426838,2019-11-15T15.53.46.838,0.487,-0.141,0.976,0.083
1573804426847,2019-11-15T15.53.46.847,0.496,-0.141,0.983,0.079
1573804426857,2019-11-15T15.53.46.857,0.506,-0.136,0.985,0.076
1573804426867,2019-11-15T15.53.46.867,0.516,-0.125,0.983,0.074
1573804426877,2019-11-15T15.53.46.877,0.526,-0.126,0.980,0.074
1573804426888,2019-11-15T15.53.46.888,0.537,-0.120,0.969,0.080
1573804426898,2019-11-15T15.53.46.898,0.547,-0.111,0.963,0.086
1573804426908,2019-11-15T15.53.46.908,0.557,-0.098,0.964,0.092
1573804426918,2019-11-15T15.53.46.918,0.567,-0.092,0.970,0.103
