0.47953,-0.45959,0.53791,-0.51911,0
0.47997,-0.45912,0.53747,-0.51958,0
0.48014,-0.45888,0.53726,-0.51985,0
0.48016,-0.45874,0.53719,-0.52002,0
0.48011,-0.45864,0.5372,-0.52015,0
0.47999,-0.45853,0.53728,-0.52028,0
0.47984,-0.45841,0.53739,-0.52042,0
0.4797,-0.45829,0.53746,-0.52057,0
0.47958,-0.45822,0.5375,-0.5207,0
0.47943,-0.45829,0.53755,-0.52073,0
0.47928,-0.45845,0.5376,-0.52067,0
0.47916,-0.45862,0.53763,-0.52061,0
0.47904,-0.45875,0.53765,-0.52058,0
0.47888,-0.45883,0.53771,-0.52059,0
0.47869,-0.45886,0.53781,-0.52064,0
0.47843,-0.45883,0.53799,-0.52073,0
0.47816,-0.45878,0.5382,-0.52079,0
0.47797,-0.45878,0.53834,-0.52082,0
0.47784,-0.45881,0.53841,-0.52084,0
0.47772,-0.45888,0.53846,-0.52085,0
0.47757,-0.45896,0.53853,-0.52083,0
0.47738,-0.45904,0.53863,-0.52083,0
0.47718,-0.4591,0.53874,-0.52086,0
0.47697,-0.45914,0.53884,-0.5209,0
0.47676,-0.4592,0.53896,-0.52092,0
0.47654,-0.45929,0.53908,-0.52092,0
0.47636,-0.45943,0.53915,-0.52089,0
0.47622,-0.45964,0.53918,-0.5208,0
0.47606,-0.45983,0.53922,-0.52074,0
0.47588,-0.45996,0.53928,-0.52072,0
0.47568,-0.46008,0.53937,-0.52071,0
0.4755,-0.46022,0.53943,-0.52068,0
0.47538,-0.46042,0.53943,-0.52061,0
0.47527,-0.46068,0.53943,-0.5205,0
0.47512,-0.46092,0.53945,-0.52039,0
0.47495,-0.46109,0.53952,-0.52033,0
0.47478,-0.46121,0.53962,-0.52027,0
0.47461,-0.46133,0.5397,-0.52023,0
0.47443,-0.46147,0.53978,-0.5202,0
0.47423,-0.46161,0.53985,-0.52017,0
0.47406,-0.46177,0.53991,-0.52013,0
0.47389,-0.46191,0.53997,-0.5201,0
0.47375,-0.46203,0.54001,-0.52008,0
0.47363,-0.46214,0.54004,-0.52005,0
0.47355,-0.46225,0.54006,-0.52002,0
0.47351,-0.46236,0.54003,-0.51998,0
0.4735,-0.46245,0.53998,-0.51995,0
0.47348,-0.46249,0.53995,-0.51997,0
0.47342,-0.46252,0.53995,-0.52001,0
0.47331,-0.46256,0.53998,-0.52003,0
0.47324,-0.46263,0.53998,-0.52004,0
0.4732,-0.46268,0.53994,-0.52006,0
0.47311,-0.46265,0.53996,-0.52016,0
0.47295,-0.46257,0.54003,-0.5203,0
0.47277,-0.46251,0.54013,-0.52041,0
0.47268,-0.46253,0.54015,-0.52046,0
0.47271,-0.46266,0.54006,-0.52042,0
0.47278,-0.46283,0.5399,-0.52036,0
0.47277,-0.46296,0.53981,-0.52035,0
0.47263,-0.46299,0.53984,-0.52042,0
0.47239,-0.46296,0.53998,-0.52052,0
0.47213,-0.46295,0.54015,-0.52058,0
0.47192,-0.463,0.54028,-0.5206,0
0.47176,-0.46313,0.54031,-0.52058,0
0.47171,-0.46334,0.54021,-0.52055,0
0.47176,-0.46361,0.54,-0.52049,0
0.4718,-0.46383,0.53981,-0.52045,0
0.47176,-0.46392,0.53975,-0.52048,0
0.47161,-0.46399,0.53981,-0.52048,0
0.47139,-0.46406,0.53993,-0.52049,0
0.47118,-0.46408,0.53999,-0.52061,0
0.47105,-0.46414,0.53998,-0.52068,0
0.47098,-0.46429,0.53993,-0.52067,0
0.47089,-0.46442,0.53989,-0.52067,0
0.47077,-0.46448,0.53989,-0.52072,0
0.47062,-0.46448,0.53998,-0.52076,0
0.47052,-0.46447,0.54006,-0.52078,0
0.4705,-0.46448,0.54009,-0.52076,0
0.47056,-0.46452,0.54005,-0.52071,0
0.47065,-0.4646,0.53997,-0.52064,0
0.47067,-0.46466,0.53994,-0.5206,0
0.47058,-0.46472,0.54001,-0.52056,0
0.47045,-0.46475,0.54013,-0.52052,0
0.47033,-0.46475,0.54025,-0.5205,0
0.47025,-0.46473,0.54036,-0.52047,0
0.47017,-0.46468,0.54049,-0.52047,0
0.47009,-0.46462,0.54061,-0.52046,0
0.47004,-0.46463,0.54071,-0.5204,0
0.47001,-0.46468,0.54076,-0.52032,0
0.47002,-0.46477,0.54077,-0.52023,0
0.47002,-0.46486,0.54077,-0.52014,0
0.47003,-0.46492,0.54078,-0.52007,0
0.47,-0.46493,0.54084,-0.52003,0
0.46989,-0.46489,0.54096,-0.52004,0
0.4698,-0.46483,0.5411,-0.52003,0
0.46978,-0.46484,0.54117,-0.51997,0
0.46983,-0.46488,0.54114,-0.51991,0
0.46995,-0.46494,0.54105,-0.51985,0
0.47004,-0.46502,0.54098,-0.51977,0
0.47006,-0.4651,0.54098,-0.51968,0
0.47006,-0.46519,0.541,-0.51958,0
0.47005,-0.46529,0.54103,-0.51947,0
0.47002,-0.46538,0.54106,-0.51938,0
0.46999,-0.46549,0.54108,-0.51929,0
0.46999,-0.46563,0.54108,-0.51916,0
0.47007,-0.46582,0.54101,-0.51899,0
0.47019,-0.466,0.54093,-0.51881,0
0.47028,-0.46614,0.54085,-0.51868,0
0.47033,-0.46624,0.54081,-0.5186,0
0.4703,-0.46629,0.5408,-0.51858,0
0.47017,-0.46627,0.54083,-0.51868,0
0.47002,-0.46625,0.54087,-0.51879,0
0.46988,-0.46629,0.54091,-0.51885,0
0.46976,-0.46638,0.54094,-0.51884,0
0.46969,-0.46653,0.54092,-0.51878,0
0.4696,-0.46672,0.54093,-0.51869,0
0.46949,-0.46693,0.54094,-0.5186,0
0.46941,-0.46716,0.54092,-0.51848,0
0.46932,-0.46735,0.54095,-0.51837,0
0.46915,-0.46739,0.54105,-0.51836,0
0.46893,-0.46732,0.54122,-0.51846,0
0.46871,-0.46723,0.54136,-0.51858,0
