0.15394,0.26021,0.75473,0.58221,0
0.15508,0.25929,0.75451,0.58261,0
0.15563,0.25881,0.7544,0.58282,0
0.15589,0.25853,0.75433,0.58297,0
0.15598,0.2584,0.75428,0.58306,0
0.156,0.25836,0.75426,0.58311,0
0.15598,0.25834,0.75423,0.58315,0
0.15596,0.25832,0.7542,0.5832,0
0.15595,0.25829,0.75416,0.58327,0
0.15595,0.25825,0.75413,0.58334,0
0.15597,0.25821,0.75407,0.58342,0
0.15597,0.25817,0.75402,0.5835,0
0.15595,0.25812,0.75398,0.58358,0
0.15593,0.25806,0.75395,0.58366,0
0.1559,0.258,0.75391,0.58374,0
0.15587,0.25793,0.75388,0.58382,0
0.15584,0.25788,0.75384,0.58389,0
0.15583,0.25786,0.75381,0.58395,0
0.15585,0.25786,0.75377,0.584,0
0.15588,0.25787,0.75375,0.58401,0
0.15591,0.25787,0.75376,0.58399,0
0.15593,0.25786,0.75377,0.58397,0
0.15596,0.25787,0.75378,0.58396,0
0.156,0.25786,0.75378,0.58395,0
0.15602,0.25785,0.75377,0.58396,0
0.15601,0.25781,0.75376,0.58399,0
0.15599,0.25776,0.75376,0.58402,0
0.15595,0.25771,0.75375,0.58405,0
0.1559,0.25767,0.75377,0.58407,0
0.15587,0.25763,0.75379,0.58407,0
0.15585,0.25759,0.75381,0.58407,0
0.15584,0.25757,0.75383,0.58405,0
0.15584,0.25754,0.75383,0.58406,0
0.15585,0.25752,0.75383,0.58407,0
0.15587,0.25749,0.75383,0.58408,0
0.15588,0.25746,0.75382,0.5841,0
0.15586,0.25744,0.75384,0.58409,0
0.1558,0.25743,0.75389,0.58405,0
0.15574,0.25742,0.75395,0.58398,0
0.1557,0.2574,0.754,0.58395,0
0.15563,0.25739,0.754,0.58396,0
0.15555,0.25736,0.75401,0.58399,0
0.15547,0.25732,0.75402,0.58401,0
0.1554,0.25726,0.75404,0.58403,0
0.15536,0.2572,0.75406,0.58405,0
0.15536,0.25714,0.75409,0.58403,0
0.15539,0.25707,0.75414,0.58399,0
0.15542,0.257,0.7542,0.58393,0
0.15544,0.25694,0.75425,0.58389,0
0.15544,0.25688,0.75429,0.58386,0
0.15545,0.25683,0.75433,0.58384,0
0.15545,0.25679,0.75435,0.58382,0
0.15542,0.25677,0.75439,0.58379,0
0.15539,0.25674,0.75445,0.58374,0
0.15536,0.25671,0.75452,0.58366,0
0.15532,0.25668,0.7546,0.58358,0
0.1553,0.25662,0.75468,0.58351,0
0.15528,0.25655,0.75474,0.58346,0
0.15526,0.25646,0.75481,0.58343,0
