epoc (ms),timestamp (+0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1573803971501,2019-11-15T15.46.11.501,0.000,-0.028,0.971,-0.039
1573803971511,2019-11-15T15.46.11.511,0.010,-0.025,0.975,-0.043
1573803971520,2019-11-15T15.46.11.520,0.019,-0.032,0.970,-0.041
1573803971531,2019-11-15T15.46.11.531,0.030,-0.044,0.970,-0.038
1573803971541,2019-11-15T15.46.11.541,0.040,-0.056,0.973,-0.038
1573803971551,2019-11-15T15.46.11.551,0.050,-0.054,0.977,-0.032
1573803971561,2019-11-15T15.46.11.561,0.060,-0.040,0.978,-0.039
1573803971572,2019-11-15T15.46.11.572,0.071,-0.026,0.979,-0.037
1573803971582,2019-11-15T15.46.11.582,0.081,-0.026,0.977,-0.042
1573803971591,2019-11-15T15.46.11.591,0.090,-0.035,0.970,-0.042
1573803971601,2019-11-15T15.46.11.601,0.100,-0.048,0.970,-0.036
1573803971611,2019-11-15T15.46.11.611,0.110,-0.050,0.972,-0.039
1573803971621,2019-11-15T15.46.11.621,0.120,-0.047,0.972,-0.034
1573803971632,2019-11-15T15.46.11.632,0.131,-0.043,0.972,-0.035
1573803971642,2019-11-15T15.46.11.642,0.141,-0.031,0.976,-0.040
1573803971651,2019-11-15T15.46.11.651,0.150,-0.022,0.976,-0.046
1573803971661,2019-11-15T15.46.11.661,0.160,-0.031,0.973,-0.044
1573803971671,2019-11-15T15.46.11.671,0.170,-0.048,0.974,-0.043
1573803971681,2019-11-15T15.46.11.681,0.180,-0.052,0.976,-0.040
1573803971692,2019-11-15T15.46.11.692,0.191,-0.050,0.977,-0.039
1573803971702,2019-11-15T15.46.11.702,0.201,-0.043,0.976,-0.037
1573803971712,2019-11-15T15.46.11.712,0.211,-0.033,0.975,-0.037
1573803971721,2019-11-15T15.46.11.721,0.220,-0.025,0.977,-0.032
1573803971731,2019-11-15T15.46.11.731,0.230,-0.032,0.976,-0.030
1573803971741,2019-11-15T15.46.11.741,0.240,-0.045,0.971,-0.041
1573803971752,2019-11-15T15.46.11.752,0.251,-0.053,0.961,-0.064
1573803971762,2019-11-15T15.46.11.762,0.261,-0.050,0.964,-0.048
1573803971772,2019-11-15T15.46.11.772,0.271,-0.048,0.975,-0.038
1573803971782,2019-11-15T15.46.11.782,0.281,-0.025,0.976,-0.050
1573803971791,2019-11-15T15.46.11.791,0.290,-0.023,0.978,-0.050
1573803971802,2019-11-15T15.46.11.802,0.301,-0.043,0.973,-0.032
1573803971812,2019-11-15T15.46.11.812,0.311,-0.052,0.973,-0.028
1573803971822,2019-11-15T15.46.11.822,0.321,-0.051,0.974,-0.056
1573803971832,2019-11-15T15.46.11.832,0.331,-0.040,0.971,-0.051
1573803971843,2019-11-15T15.46.11.843,0.342,-0.024,0.977,-0.030
1573803971851,2019-11-15T15.46.11.851,0.350,-0.021,0.980,-0.037
1573803971862,2019-11-15T15.46.11.862,0.361,-0.036,0.974,-0.045
1573803971872,2019-11-15T15.46.11.872,0.371,-0.045,0.971,-0.046
1573803971882,2019-11-15T15.46.11.882,0.381,-0.050,0.973,-0.044
1573803971892,2019-11-15T15.46.11.892,0.391,-0.047,0.973,-0.043
1573803971903,2019-11-15T15.46.11.903,0.402,-0.042,0.980,-0.044
1573803971913,2019-11-15T15.46.11.913,0.412,-0.043,0.974,-0.052
1573803971922,2019-11-15T15.46.11.922,0.421,-0.043,0.972,-0.047
1573803971932,2019-11-15T15.46.11.932,0.431,-0.046,0.978,-0.041
1573803971942,2019-11-15T15.46.11.942,0.441,-0.040,0.974,-0.042
1573803971952,2019-11-15T15.46.11.952,0.451,-0.042,0.973,-0.041
1573803971963,2019-11-15T15.46.11.963,0.462,-0.042,0.974,-0.046
1573803971973,2019-11-15T15.46.11.973,0.472,-0.048,0.972,-0.055
1573803971982,2019-11-15T15.46.11.982,0.481,-0.046,0.971,-0.039
