epoc (ms),timestamp (+0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1573803972485,2019-11-15T15.46.12.485,0.000,-0.047,0.883,-0.092
1573803972495,2019-11-15T15.46.12.495,0.010,-0.058,0.905,-0.096
1573803972505,2019-11-15T15.46.12.505,0.020,-0.046,0.907,-0.087
1573803972515,2019-11-15T15.46.12.515,0.030,-0.036,0.912,-0.074
1573803972526,2019-11-15T15.46.12.526,0.041,-0.028,0.908,-0.072
1573803972536,2019-11-15T15.46.12.536,0.051,-0.037,0.906,-0.081
1573803972546,2019-11-15T15.46.12.546,0.061,-0.063,0.919,-0.096
1573803972556,2019-11-15T15.46.12.556,0.071,-0.065,0.927,-0.107
1573803972567,2019-11-15T15.46.12.567,0.082,-0.059,0.924,-0.104
1573803972577,2019-11-15T15.46.12.577,0.092,-0.042,0.917,-0.089
1573803972586,2019-11-15T15.46.12.586,0.101,-0.035,0.909,-0.073
1573803972596,2019-11-15T15.46.12.596,0.111,-0.031,0.897,-0.063
1573803972606,2019-11-15T15.46.12.606,0.121,-0.040,0.887,-0.062
1573803972616,2019-11-15T15.46.12.616,0.131,-0.062,0.888,-0.071
1573803972627,2019-11-15T15.46.12.627,0.142,-0.084,0.896,-0.095
1573803972637,2019-11-15T15.46.12.637,0.152,-0.089,0.897,-0.111
1573803972647,2019-11-15T15.46.12.647,0.162,-0.080,0.902,-0.108
1573803972657,2019-11-15T15.46.12.657,0.172,-0.071,0.903,-0.106
1573803972668,2019-11-15T15.46.12.668,0.183,-0.050,0.899,-0.091
1573803972678,2019-11-15T15.46.12.678,0.193,-0.037,0.898,-0.077
1573803972688,2019-11-15T15.46.12.688,0.203,-0.042,0.892,-0.080
1573803972697,2019-11-15T15.46.12.697,0.212,-0.050,0.894,-0.080
1573803972707,2019-11-15T15.46.12.707,0.222,-0.066,0.910,-0.086
1573803972718,2019-11-15T15.46.12.718,0.233,-0.075,0.914,-0.093
1573803972728,2019-11-15T15.46.12.728,0.243,-0.063,0.912,-0.095
1573803972738,2019-11-15T15.46.12.738,0.253,-0.052,0.907,-0.085
1573803972748,2019-11-15T15.46.12.748,0.263,-0.045,0.898,-0.075
1573803972759,2019-11-15T15.46.12.759,0.274,-0.049,0.887,-0.073
1573803972769,2019-11-15T15.46.12.769,0.284,-0.055,0.878,-0.078
1573803972779,2019-11-15T15.46.12.779,0.294,-0.058,0.882,-0.092
1573803972789,2019-11-15T15.46.12.789,0.304,-0.073,0.887,-0.104
1573803972798,2019-11-15T15.46.12.798,0.313,-0.072,0.889,-0.104
1573803972808,2019-11-15T15.46.12.808,0.323,-0.063,0.894,-0.094
1573803972819,2019-11-15T15.46.12.819,0.334,-0.048,0.900,-0.077
1573803972829,2019-11-15T15.46.12.829,0.344,-0.037,0.902,-0.066
1573803972839,2019-11-15T15.46.12.839,0.354,-0.043,0.910,-0.072
1573803972849,2019-11-15T15.46.12.849,0.364,-0.063,0.912,-0.093
1573803972860,2019-11-15T15.46.12.860,0.375,-0.080,0.904,-0.111
1573803972870,2019-11-15T15.46.12.870,0.385,-0.068,0.899,-0.116
1573803972880,2019-11-15T15.46.12.880,0.395,-0.057,0.907,-0.101
1573803972890,2019-11-15T15.46.12.890,0.405,-0.048,0.916,-0.080
1573803972899,2019-11-15T15.46.12.899,0.414,-0.039,0.912,-0.071
1573803972909,2019-11-15T15.46.12.909,0.424,-0.033,0.895,-0.062
1573803972920,2019-11-15T15.46.12.920,0.435,-0.047,0.894,-0.057
1573803972930,2019-11-15T15.46.12.930,0.445,-0.079,0.896,-0.088
1573803972940,2019-11-15T15.46.12.940,0.455,-0.085,0.882,-0.104
1573803972950,2019-11-15T15.46.12.950,0.465,-0.083,0.881,-0.104
1573803972961,2019-11-15T15.46.12.961,0.476,-0.083,0.890,-0.098
1573803972971,2019-11-15T15.46.12.971,0.486,-0.066,0.897,-0.093
1573803972981,2019-11-15T15.46.12.981,0.496,-0.042,0.904,-0.081
1573803972991,2019-11-15T15.46.12.991,0.506,-0.030,0.910,-0.077
1573803973000,2019-11-15T15.46.13.000,0.515,-0.035,0.910,-0.082
1573803973010,2019-11-15T15.46.13.010,0.525,-0.063,0.913,-0.088
1573803973021,2019-11-15T15.46.13.021,0.536,-0.084,0.908,-0.094
1573803973031,2019-11-15T15.46.13.031,0.546,-0.079,0.896,-0.093
1573803973041,2019-11-15T15.46.13.041,0.556,-0.073,0.896,-0.097
1573803973051,2019-11-15T15.46.13.051,0.566,-0.060,0.902,-0.101
1573803973062,2019-11-15T15.46.13.062,0.577,-0.050,0.908,-0.087
1573803973072,2019-11-15T15.46.13.072,0.587,-0.046,0.907,-0.081
1573803973082,2019-11-15T15.46.13.082,0.597,-0.045,0.902,-0.076
1573803973093,2019-11-15T15.46.13.093,0.608,-0.065,0.905,-0.080
1573803973103,2019-11-15T15.46.13.103,0.618,-0.076,0.899,-0.095
1573803973112,2019-11-15T15.46.13.112,0.627,-0.085,0.893,-0.100
1573803973122,2019-11-15T15.46.13.122,0.637,-0.083,0.891,-0.096
1573803973132,2019-11-15T15.46.13.132,0.647,-0.063,0.889,-0.083
1573803973142,2019-11-15T15.46.13.142,0.657,-0.053,0.894,-0.077
1573803973153,2019-11-15T15.46.13.153,0.668,-0.045,0.899,-0.075
1573803973163,2019-11-15T15.46.13.163,0.678,-0.038,0.904,-0.077
1573803973173,2019-11-15T15.46.13.173,0.688,-0.049,0.909,-0.098
1573803973183,2019-11-15T15.46.13.183,0.698,-0.062,0.903,-0.108
1573803973194,2019-11-15T15.46.13.194,0.709,-0.072,0.895,-0.099
1573803973204,2019-11-15T15.46.13.204,0.719,-0.076,0.893,-0.096
1573803973213,2019-11-15T15.46.13.213,0.728,-0.070,0.896,-0.093
1573803973223,2019-11-15T15.46.13.223,0.738,-0.066,0.900,-0.083
1573803973233,2019-11-15T15.46.13.233,0.748,-0.070,0.899,-0.083
1573803973243,2019-11-15T15.46.13.243,0.758,-0.065,0.906,-0.082
1573803973254,2019-11-15T15.46.13.254,0.769,-0.062,0.918,-0.076
1573803973264,2019-11-15T15.46.13.264,0.779,-0.060,0.909,-0.084
1573803973274,2019-11-15T15.46.13.274,0.789,-0.054,0.898,-0.095
1573803973284,2019-11-15T15.46.13.284,0.799,-0.056,0.897,-0.095
1573803973295,2019-11-15T15.46.13.295,0.810,-0.056,0.901,-0.093
1573803973305,2019-11-15T15.46.13.305,0.820,-0.050,0.899,-0.093
1573803973314,2019-11-15T15.46.13.314,0.829,-0.057,0.903,-0.090
1573803973324,2019-11-15T15.46.13.324,0.839,-0.061,0.901,-0.095
1573803973334,2019-11-15T15.46.13.334,0.849,-0.056,0.901,-0.098
1573803973344,2019-11-15T15.46.13.344,0.859,-0.056,0.903,-0.090
