epoc (ms),timestamp (+0800),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1573803967842,2019-11-15T15.46.07.842,0.000,0.610,5.061,0.610
1573803967853,2019-11-15T15.46.07.853,0.011,1.037,5.061,0.793
1573803967863,2019-11-15T15.46.07.863,0.021,0.610,3.780,0.732
1573803967873,2019-11-15T15.46.07.873,0.031,-0.061,0.793,0.976
1573803967883,2019-11-15T15.46.07.883,0.041,-0.427,-1.768,0.793
1573803967894,2019-11-15T15.46.07.894,0.052,-0.244,-1.707,0.671
1573803967904,2019-11-15T15.46.07.904,0.062,0.427,0.915,0.488
1573803967913,2019-11-15T15.46.07.913,0.071,1.037,3.963,0.244
1573803967923,2019-11-15T15.46.07.923,0.081,1.341,6.402,0.122
1573803967933,2019-11-15T15.46.07.933,0.091,1.159,6.280,-0.061
1573803967943,2019-11-15T15.46.07.943,0.101,0.732,4.207,-0.610
1573803967954,2019-11-15T15.46.07.954,0.112,0.488,2.561,-0.488
1573803967964,2019-11-15T15.46.07.964,0.122,0.305,1.707,-0.244
1573803967974,2019-11-15T15.46.07.974,0.132,0.305,2.378,0.305
1573803967985,2019-11-15T15.46.07.985,0.143,0.793,4.146,0.671
1573803967995,2019-11-15T15.46.07.995,0.153,0.976,5.488,0.854
1573803968005,2019-11-15T15.46.08.005,0.163,0.915,6.341,0.732
1573803968015,2019-11-15T15.46.08.015,0.173,0.793,6.463,0.671
1573803968026,2019-11-15T15.46.08.026,0.184,0.610,5.976,0.854
1573803968036,2019-11-15T15.46.08.036,0.194,0.122,4.329,0.976
1573803968046,2019-11-15T15.46.08.046,0.204,-0.183,2.256,0.915
1573803968056,2019-11-15T15.46.08.056,0.214,0.000,1.402,0.793
1573803968067,2019-11-15T15.46.08.067,0.225,0.000,0.854,0.305
1573803968077,2019-11-15T15.46.08.077,0.235,-0.427,0.244,0.000
1573803968087,2019-11-15T15.46.08.087,0.245,-0.549,0.061,-0.122
1573803968096,2019-11-15T15.46.08.096,0.254,-0.427,1.037,-0.305
1573803968106,2019-11-15T15.46.08.106,0.264,-0.183,2.195,-0.549
1573803968116,2019-11-15T15.46.08.116,0.274,0.183,3.963,-0.427
1573803968127,2019-11-15T15.46.08.127,0.285,0.183,4.939,-0.488
1573803968137,2019-11-15T15.46.08.137,0.295,-0.122,4.634,-0.488
1573803968147,2019-11-15T15.46.08.147,0.305,-0.305,3.841,-0.183
1573803968157,2019-11-15T15.46.08.157,0.315,-0.366,3.476,0.488
1573803968168,2019-11-15T15.46.08.168,0.326,-0.366,3.720,0.915
1573803968178,2019-11-15T15.46.08.178,0.336,-0.427,4.878,0.915
1573803968188,2019-11-15T15.46.08.188,0.346,-0.183,6.829,0.915
1573803968198,2019-11-15T15.46.08.198,0.356,0.244,8.293,0.793
1573803968209,2019-11-15T15.46.08.209,0.367,0.305,8.476,0.366
1573803968219,2019-11-15T15.46.08.219,0.377,-0.183,6.707,0.000
1573803968229,2019-11-15T15.46.08.229,0.387,-0.854,4.390,-0.305
1573803968239,2019-11-15T15.46.08.239,0.397,-0.793,3.537,-0.549
1573803968250,2019-11-15T15.46.08.250,0.408,-0.732,3.659,-0.244
1573803968260,2019-11-15T15.46.08.260,0.418,-0.488,4.329,0.061
1573803968269,2019-11-15T15.46.08.269,0.427,-0.244,5.732,0.244
1573803968279,2019-11-15T15.46.08.279,0.437,0.061,7.622,0.427
1573803968289,2019-11-15T15.46.08.289,0.447,0.183,8.354,0.366
1573803968299,2019-11-15T15.46.08.299,0.457,-0.122,7.317,0.122
1573803968310,2019-11-15T15.46.08.310,0.468,-0.427,5.427,-0.183
1573803968320,2019-11-15T15.46.08.320,0.478,-0.671,2.805,-0.122
1573803968330,2019-11-15T15.46.08.330,0.488,-0.976,0.183,-0.122
1573803968340,2019-11-15T15.46.08.340,0.498,-1.159,-1.646,-0.061
1573803968351,2019-11-15T15.46.08.351,0.509,-1.280,-2.744,0.122
1573803968361,2019-11-15T15.46.08.361,0.519,-1.098,-2.805,0.244
1573803968371,2019-11-15T15.46.08.371,0.529,-0.732,-1.768,0.061
1573803968381,2019-11-15T15.46.08.381,0.539,-0.427,-0.732,-0.305
1573803968392,2019-11-15T15.46.08.392,0.550,-0.366,-0.793,-0.915
1573803968402,2019-11-15T15.46.08.402,0.560,-0.427,-1.402,-1.159
1573803968412,2019-11-15T15.46.08.412,0.570,-0.366,-1.463,-1.220
1573803968422,2019-11-15T15.46.08.422,0.580,-0.366,-1.463,-1.402
1573803968433,2019-11-15T15.46.08.433,0.591,-0.610,-1.159,-1.280
1573803968443,2019-11-15T15.46.08.443,0.601,-0.610,0.000,-1.159
1573803968452,2019-11-15T15.46.08.452,0.610,-0.610,2.073,-1.098
1573803968462,2019-11-15T15.46.08.462,0.620,-0.915,3.659,-0.854
1573803968472,2019-11-15T15.46.08.472,0.630,-0.854,3.659,-0.793
1573803968483,2019-11-15T15.46.08.483,0.641,-1.037,2.561,-0.427
1573803968493,2019-11-15T15.46.08.493,0.651,-0.976,1.951,0.061
1573803968503,2019-11-15T15.46.08.503,0.661,-0.793,1.890,0.183
1573803968513,2019-11-15T15.46.08.513,0.671,-1.037,1.341,-0.183
1573803968524,2019-11-15T15.46.08.524,0.682,-1.280,0.610,-0.366
1573803968534,2019-11-15T15.46.08.534,0.692,-1.341,1.585,-0.488
1573803968544,2019-11-15T15.46.08.544,0.702,-1.341,2.866,-0.610
1573803968554,2019-11-15T15.46.08.554,0.712,-1.463,2.561,-0.610
1573803968565,2019-11-15T15.46.08.565,0.723,-1.585,1.098,-0.671
1573803968575,2019-11-15T15.46.08.575,0.733,-1.524,0.000,-0.549
1573803968585,2019-11-15T15.46.08.585,0.743,-1.280,0.549,-0.427
1573803968595,2019-11-15T15.46.08.595,0.753,-0.854,1.341,-0.671
1573803968606,2019-11-15T15.46.08.606,0.764,-0.976,1.159,-1.098
1573803968616,2019-11-15T15.46.08.616,0.774,-1.159,0.610,-1.463
1573803968625,2019-11-15T15.46.08.625,0.783,-1.220,0.244,-1.646
1573803968635,2019-11-15T15.46.08.635,0.793,-1.524,-0.488,-1.829
1573803968645,2019-11-15T15.46.08.645,0.803,-1.524,-1.646,-1.951
1573803968655,2019-11-15T15.46.08.655,0.813,-1.280,-1.768,-1.524
1573803968666,2019-11-15T15.46.08.666,0.824,-0.854,-0.671,-1.098
1573803968676,2019-11-15T15.46.08.676,0.834,-0.671,-0.122,-0.549
1573803968686,2019-11-15T15.46.08.686,0.844,-0.549,-0.671,-0.244
1573803968696,2019-11-15T15.46.08.696,0.854,-0.305,-0.366,-0.244
1573803968707,2019-11-15T15.46.08.707,0.865,-0.305,0.122,-0.427
1573803968717,2019-11-15T15.46.08.717,0.875,-0.244,-0.122,-0.427
1573803968727,2019-11-15T15.46.08.727,0.885,0.000,-0.122,0.000
1573803968737,2019-11-15T15.46.08.737,0.895,-0.122,0.610,0.305
1573803968748,2019-11-15T15.46.08.748,0.906,0.000,2.317,0.732
1573803968758,2019-11-15T15.46.08.758,0.916,0.061,4.024,1.037
1573803968768,2019-11-15T15.46.08.768,0.926,-0.183,4.451,1.037
1573803968778,2019-11-15T15.46.08.778,0.936,-0.427,3.963,0.976
1573803968789,2019-11-15T15.46.08.789,0.947,-0.549,3.232,0.976
1573803968799,2019-11-15T15.46.08.799,0.957,-0.732,3.110,1.341
1573803968808,2019-11-15T15.46.08.808,0.966,-1.280,3.659,1.829
1573803968818,2019-11-15T15.46.08.818,0.976,-1.280,3.537,1.524
