epoc (ms),timestamp (+0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1573801338766,2019-11-15T15.02.18.766,0.000,-0.052,0.963,-0.039
1573801338776,2019-11-15T15.02.18.776,0.010,-0.052,0.984,-0.034
1573801338786,2019-11-15T15.02.18.786,0.020,-0.050,0.982,-0.040
1573801338797,2019-11-15T15.02.18.797,0.031,-0.053,0.979,-0.045
1573801338807,2019-11-15T15.02.18.807,0.041,-0.059,0.976,-0.042
1573801338817,2019-11-15T15.02.18.817,0.051,-0.062,0.972,-0.043
1573801338826,2019-11-15T15.02.18.826,0.060,-0.059,0.969,-0.042
1573801338836,2019-11-15T15.02.18.836,0.070,-0.055,0.970,-0.040
1573801338846,2019-11-15T15.02.18.846,0.080,-0.052,0.975,-0.038
1573801338857,2019-11-15T15.02.18.857,0.091,-0.055,0.979,-0.038
1573801338867,2019-11-15T15.02.18.867,0.101,-0.062,0.976,-0.049
1573801338877,2019-11-15T15.02.18.877,0.111,-0.065,0.974,-0.035
1573801338886,2019-11-15T15.02.18.886,0.120,-0.071,0.973,-0.052
1573801338896,2019-11-15T15.02.18.896,0.130,-0.062,0.962,-0.059
1573801338906,2019-11-15T15.02.18.906,0.140,-0.055,0.972,-0.049
1573801338917,2019-11-15T15.02.18.917,0.151,-0.059,0.973,-0.047
1573801338927,2019-11-15T15.02.18.927,0.161,-0.062,0.970,-0.051
1573801338937,2019-11-15T15.02.18.937,0.171,-0.067,0.974,-0.043
1573801338947,2019-11-15T15.02.18.947,0.181,-0.065,0.980,-0.037
1573801338956,2019-11-15T15.02.18.956,0.190,-0.062,0.977,-0.040
1573801338966,2019-11-15T15.02.18.966,0.200,-0.059,0.971,-0.042
1573801338977,2019-11-15T15.02.18.977,0.211,-0.055,0.972,-0.042
1573801338987,2019-11-15T15.02.18.987,0.221,-0.055,0.974,-0.042
1573801338997,2019-11-15T15.02.18.997,0.231,-0.058,0.974,-0.035
1573801339007,2019-11-15T15.02.19.007,0.241,-0.061,0.974,-0.035
1573801339018,2019-11-15T15.02.19.018,0.252,-0.063,0.975,-0.037
1573801339026,2019-11-15T15.02.19.026,0.260,-0.062,0.977,-0.040
1573801339037,2019-11-15T15.02.19.037,0.271,-0.060,0.978,-0.043
1573801339047,2019-11-15T15.02.19.047,0.281,-0.064,0.979,-0.039
1573801339057,2019-11-15T15.02.19.057,0.291,-0.068,0.983,-0.032
1573801339068,2019-11-15T15.02.19.068,0.302,-0.070,0.981,-0.030
1573801339078,2019-11-15T15.02.19.078,0.312,-0.069,0.976,-0.036
1573801339087,2019-11-15T15.02.19.087,0.321,-0.064,0.971,-0.038
1573801339097,2019-11-15T15.02.19.097,0.331,-0.054,0.966,-0.044
1573801339107,2019-11-15T15.02.19.107,0.341,-0.050,0.965,-0.050
1573801339117,2019-11-15T15.02.19.117,0.351,-0.053,0.964,-0.052
1573801339128,2019-11-15T15.02.19.128,0.362,-0.062,0.965,-0.051
1573801339138,2019-11-15T15.02.19.138,0.372,-0.067,0.970,-0.049
1573801339148,2019-11-15T15.02.19.148,0.382,-0.061,0.976,-0.042
1573801339157,2019-11-15T15.02.19.157,0.391,-0.051,0.977,-0.045
1573801339167,2019-11-15T15.02.19.167,0.401,-0.045,0.976,-0.043
1573801339177,2019-11-15T15.02.19.177,0.411,-0.043,0.978,-0.036
1573801339188,2019-11-15T15.02.19.188,0.422,-0.046,0.981,-0.037
1573801339198,2019-11-15T15.02.19.198,0.432,-0.056,0.979,-0.056
1573801339208,2019-11-15T15.02.19.208,0.442,-0.059,0.971,-0.054
1573801339217,2019-11-15T15.02.19.217,0.451,-0.063,0.976,-0.031
1573801339227,2019-11-15T15.02.19.227,0.461,-0.051,0.973,-0.055
1573801339237,2019-11-15T15.02.19.237,0.471,-0.034,0.966,-0.080
1573801339248,2019-11-15T15.02.19.248,0.482,-0.050,0.962,-0.036
1573801339258,2019-11-15T15.02.19.258,0.492,-0.061,0.970,-0.039
1573801339268,2019-11-15T15.02.19.268,0.502,-0.062,0.970,-0.058
1573801339278,2019-11-15T15.02.19.278,0.512,-0.061,0.972,-0.060
1573801339287,2019-11-15T15.02.19.287,0.521,-0.054,0.981,-0.045
1573801339297,2019-11-15T15.02.19.297,0.531,-0.050,0.982,-0.049
1573801339308,2019-11-15T15.02.19.308,0.542,-0.060,0.975,-0.046
1573801339318,2019-11-15T15.02.19.318,0.552,-0.062,0.979,-0.042
1573801339328,2019-11-15T15.02.19.328,0.562,-0.062,0.981,-0.044
1573801339339,2019-11-15T15.02.19.339,0.573,-0.057,0.980,-0.045
1573801339347,2019-11-15T15.02.19.347,0.581,-0.058,0.977,-0.049
1573801339358,2019-11-15T15.02.19.358,0.592,-0.060,0.971,-0.051
1573801339368,2019-11-15T15.02.19.368,0.602,-0.060,0.979,-0.039
1573801339378,2019-11-15T15.02.19.378,0.612,-0.059,0.986,-0.039
1573801339388,2019-11-15T15.02.19.388,0.622,-0.058,0.983,-0.041
1573801339399,2019-11-15T15.02.19.399,0.633,-0.060,0.982,-0.041
1573801339409,2019-11-15T15.02.19.409,0.643,-0.059,0.979,-0.056
1573801339418,2019-11-15T15.02.19.418,0.652,-0.060,0.969,-0.054
1573801339428,2019-11-15T15.02.19.428,0.662,-0.069,0.976,-0.039
1573801339438,2019-11-15T15.02.19.438,0.672,-0.068,0.968,-0.059
1573801339448,2019-11-15T15.02.19.448,0.682,-0.059,0.963,-0.048
1573801339459,2019-11-15T15.02.19.459,0.693,-0.049,0.973,-0.042
1573801339469,2019-11-15T15.02.19.469,0.703,-0.040,0.970,-0.052
1573801339478,2019-11-15T15.02.19.478,0.712,-0.045,0.972,-0.049
1573801339488,2019-11-15T15.02.19.488,0.722,-0.058,0.972,-0.045
1573801339498,2019-11-15T15.02.19.498,0.732,-0.058,0.973,-0.045
1573801339508,2019-11-15T15.02.19.508,0.742,-0.059,0.974,-0.042
1573801339519,2019-11-15T15.02.19.519,0.753,-0.056,0.973,-0.042
1573801339529,2019-11-15T15.02.19.529,0.763,-0.054,0.973,-0.048
1573801339539,2019-11-15T15.02.19.539,0.773,-0.050,0.976,-0.049
1573801339548,2019-11-15T15.02.19.548,0.782,-0.048,0.979,-0.044
1573801339558,2019-11-15T15.02.19.558,0.792,-0.051,0.978,-0.046
1573801339568,2019-11-15T15.02.19.568,0.802,-0.048,0.975,-0.045
1573801339579,2019-11-15T15.02.19.579,0.813,-0.048,0.974,-0.047
1573801339589,2019-11-15T15.02.19.589,0.823,-0.047,0.969,-0.043
1573801339599,2019-11-15T15.02.19.599,0.833,-0.048,0.971,-0.043
1573801339608,2019-11-15T15.02.19.608,0.842,-0.055,0.971,-0.040
1573801339618,2019-11-15T15.02.19.618,0.852,-0.060,0.971,-0.035
1573801339629,2019-11-15T15.02.19.629,0.863,-0.061,0.973,-0.041
1573801339639,2019-11-15T15.02.19.639,0.873,-0.053,0.977,-0.042
1573801339649,2019-11-15T15.02.19.649,0.883,-0.047,0.975,-0.048
