epoc (ms),timestamp (+0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1573801337871,2019-11-15T15.02.17.871,0.000,-0.150,0.886,-0.127
1573801337881,2019-11-15T15.02.17.881,0.010,-0.138,0.889,-0.132
1573801337892,2019-11-15T15.02.17.892,0.021,-0.126,0.887,-0.126
1573801337902,2019-11-15T15.02.17.902,0.031,-0.130,0.895,-0.124
1573801337911,2019-11-15T15.02.17.911,0.040,-0.123,0.894,-0.122
1573801337921,2019-11-15T15.02.17.921,0.050,-0.105,0.886,-0.118
1573801337931,2019-11-15T15.02.17.931,0.060,-0.094,0.891,-0.118
1573801337941,2019-11-15T15.02.17.941,0.070,-0.105,0.901,-0.122
1573801337952,2019-11-15T15.02.17.952,0.081,-0.106,0.898,-0.117
1573801337962,2019-11-15T15.02.17.962,0.091,-0.101,0.892,-0.106
1573801337972,2019-11-15T15.02.17.972,0.101,-0.104,0.896,-0.110
1573801337982,2019-11-15T15.02.17.982,0.111,-0.103,0.904,-0.111
1573801337993,2019-11-15T15.02.17.993,0.122,-0.107,0.909,-0.119
1573801338003,2019-11-15T15.02.18.003,0.132,-0.116,0.906,-0.126
1573801338012,2019-11-15T15.02.18.012,0.141,-0.110,0.901,-0.125
1573801338022,2019-11-15T15.02.18.022,0.151,-0.101,0.908,-0.115
1573801338032,2019-11-15T15.02.18.032,0.161,-0.098,0.905,-0.115
1573801338042,2019-11-15T15.02.18.042,0.171,-0.087,0.893,-0.112
1573801338053,2019-11-15T15.02.18.053,0.182,-0.091,0.898,-0.116
1573801338063,2019-11-15T15.02.18.063,0.192,-0.104,0.900,-0.126
1573801338073,2019-11-15T15.02.18.073,0.202,-0.114,0.892,-0.130
1573801338083,2019-11-15T15.02.18.083,0.212,-0.117,0.888,-0.133
1573801338094,2019-11-15T15.02.18.094,0.223,-0.126,0.888,-0.136
1573801338104,2019-11-15T15.02.18.104,0.233,-0.118,0.890,-0.130
1573801338113,2019-11-15T15.02.18.113,0.242,-0.104,0.896,-0.132
1573801338123,2019-11-15T15.02.18.123,0.252,-0.093,0.898,-0.128
1573801338133,2019-11-15T15.02.18.133,0.262,-0.077,0.894,-0.122
1573801338144,2019-11-15T15.02.18.144,0.273,-0.081,0.896,-0.121
1573801338154,2019-11-15T15.02.18.154,0.283,-0.098,0.904,-0.123
1573801338164,2019-11-15T15.02.18.164,0.293,-0.117,0.905,-0.129
1573801338174,2019-11-15T15.02.18.174,0.303,-0.136,0.903,-0.135
1573801338185,2019-11-15T15.02.18.185,0.314,-0.124,0.896,-0.131
1573801338195,2019-11-15T15.02.18.195,0.324,-0.116,0.896,-0.119
1573801338205,2019-11-15T15.02.18.205,0.334,-0.102,0.894,-0.102
1573801338214,2019-11-15T15.02.18.214,0.343,-0.085,0.885,-0.104
1573801338224,2019-11-15T15.02.18.224,0.353,-0.088,0.882,-0.122
1573801338234,2019-11-15T15.02.18.234,0.363,-0.103,0.886,-0.135
1573801338245,2019-11-15T15.02.18.245,0.374,-0.118,0.890,-0.133
1573801338255,2019-11-15T15.02.18.255,0.384,-0.120,0.887,-0.127
1573801338265,2019-11-15T15.02.18.265,0.394,-0.102,0.885,-0.116
1573801338275,2019-11-15T15.02.18.275,0.404,-0.098,0.897,-0.106
1573801338286,2019-11-15T15.02.18.286,0.415,-0.096,0.908,-0.112
1573801338296,2019-11-15T15.02.18.296,0.425,-0.090,0.905,-0.113
1573801338306,2019-11-15T15.02.18.306,0.435,-0.091,0.907,-0.119
1573801338316,2019-11-15T15.02.18.316,0.445,-0.104,0.912,-0.119
1573801338325,2019-11-15T15.02.18.325,0.454,-0.110,0.909,-0.125
1573801338335,2019-11-15T15.02.18.335,0.464,-0.108,0.896,-0.129
1573801338346,2019-11-15T15.02.18.346,0.475,-0.109,0.885,-0.126
1573801338356,2019-11-15T15.02.18.356,0.485,-0.111,0.879,-0.121
1573801338366,2019-11-15T15.02.18.366,0.495,-0.113,0.879,-0.120
1573801338376,2019-11-15T15.02.18.376,0.505,-0.109,0.883,-0.118
1573801338387,2019-11-15T15.02.18.387,0.516,-0.114,0.890,-0.120
1573801338397,2019-11-15T15.02.18.397,0.526,-0.114,0.892,-0.125
1573801338407,2019-11-15T15.02.18.407,0.536,-0.113,0.898,-0.125
1573801338417,2019-11-15T15.02.18.417,0.546,-0.130,0.901,-0.127
1573801338426,2019-11-15T15.02.18.426,0.555,-0.115,0.891,-0.115
1573801338437,2019-11-15T15.02.18.437,0.566,-0.087,0.885,-0.106
1573801338447,2019-11-15T15.02.18.447,0.576,-0.081,0.888,-0.099
1573801338457,2019-11-15T15.02.18.457,0.586,-0.093,0.890,-0.106
1573801338467,2019-11-15T15.02.18.467,0.596,-0.105,0.886,-0.114
1573801338478,2019-11-15T15.02.18.478,0.607,-0.122,0.892,-0.116
1573801338488,2019-11-15T15.02.18.488,0.617,-0.120,0.905,-0.111
1573801338498,2019-11-15T15.02.18.498,0.627,-0.115,0.913,-0.114
1573801338508,2019-11-15T15.02.18.508,0.637,-0.107,0.908,-0.121
1573801338519,2019-11-15T15.02.18.519,0.648,-0.081,0.887,-0.112
1573801338527,2019-11-15T15.02.18.527,0.656,-0.083,0.874,-0.103
