epoc (ms),timestamp (+0800),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1573801795152,2019-11-15T15.09.55.152,0.000,-0.854,-1.098,-0.366
1573801795162,2019-11-15T15.09.55.162,0.010,0.061,-1.341,0.000
1573801795172,2019-11-15T15.09.55.172,0.020,0.061,-2.500,-0.610
1573801795181,2019-11-15T15.09.55.181,0.029,-0.427,-3.354,-1.220
1573801795191,2019-11-15T15.09.55.191,0.039,-0.427,-2.988,-1.707
1573801795202,2019-11-15T15.09.55.202,0.050,-0.305,-2.500,-1.585
1573801795212,2019-11-15T15.09.55.212,0.060,0.061,-2.378,-1.402
1573801795222,2019-11-15T15.09.55.222,0.070,0.732,-2.378,-0.854
1573801795232,2019-11-15T15.09.55.232,0.080,0.793,-3.171,-0.244
1573801795243,2019-11-15T15.09.55.243,0.091,-0.122,-3.110,0.305
1573801795253,2019-11-15T15.09.55.253,0.101,-0.488,-2.317,0.305
1573801795262,2019-11-15T15.09.55.262,0.110,-0.366,-1.890,0.000
1573801795272,2019-11-15T15.09.55.272,0.120,-0.122,-1.646,-0.366
1573801795282,2019-11-15T15.09.55.282,0.130,-0.183,-1.707,-0.671
1573801795292,2019-11-15T15.09.55.292,0.140,-0.427,-1.402,-0.610
1573801795303,2019-11-15T15.09.55.303,0.151,-0.244,-1.768,-0.366
1573801795313,2019-11-15T15.09.55.313,0.161,-0.305,-1.768,-0.122
1573801795323,2019-11-15T15.09.55.323,0.171,-0.183,-1.524,-0.061
1573801795334,2019-11-15T15.09.55.334,0.182,-0.061,-0.854,-0.122
1573801795344,2019-11-15T15.09.55.344,0.192,-0.122,-0.854,-0.183
1573801795353,2019-11-15T15.09.55.353,0.201,-0.549,-0.915,-0.488
1573801795363,2019-11-15T15.09.55.363,0.211,-0.549,-1.646,-0.610
1573801795373,2019-11-15T15.09.55.373,0.221,-0.122,-1.890,-0.305
1573801795383,2019-11-15T15.09.55.383,0.231,-0.061,-1.646,0.061
1573801795394,2019-11-15T15.09.55.394,0.242,0.183,-1.098,0.122
1573801795404,2019-11-15T15.09.55.404,0.252,0.549,-0.427,0.061
1573801795414,2019-11-15T15.09.55.414,0.262,1.280,-0.244,-0.183
1573801795424,2019-11-15T15.09.55.424,0.272,1.524,-0.427,-0.366
1573801795435,2019-11-15T15.09.55.435,0.283,1.707,-0.976,-0.244
1573801795443,2019-11-15T15.09.55.443,0.291,1.463,-1.402,-0.244
1573801795454,2019-11-15T15.09.55.454,0.302,1.280,-1.585,-0.122
1573801795464,2019-11-15T15.09.55.464,0.312,1.098,-1.524,0.000
1573801795474,2019-11-15T15.09.55.474,0.322,0.915,-1.524,-0.122
1573801795484,2019-11-15T15.09.55.484,0.332,1.098,-1.829,-0.366
1573801795495,2019-11-15T15.09.55.495,0.343,1.402,-1.890,-0.427
1573801795505,2019-11-15T15.09.55.505,0.353,1.829,-2.012,-0.366
1573801795515,2019-11-15T15.09.55.515,0.363,1.890,-2.012,-0.305
1573801795524,2019-11-15T15.09.55.524,0.372,1.951,-1.768,-0.244
1573801795534,2019-11-15T15.09.55.534,0.382,2.500,-1.707,-0.061
1573801795544,2019-11-15T15.09.55.544,0.392,2.683,-2.012,-0.122
1573801795555,2019-11-15T15.09.55.555,0.403,2.988,-1.951,-0.061
1573801795565,2019-11-15T15.09.55.565,0.413,3.659,-1.768,0.000
1573801795575,2019-11-15T15.09.55.575,0.423,4.024,-1.220,0.000
1573801795585,2019-11-15T15.09.55.585,0.433,4.573,-0.732,0.305
1573801795596,2019-11-15T15.09.55.596,0.444,4.939,0.732,0.549
1573801795606,2019-11-15T15.09.55.606,0.454,4.756,2.317,0.854
1573801795615,2019-11-15T15.09.55.615,0.463,4.756,2.317,0.915
1573801795625,2019-11-15T15.09.55.625,0.473,4.451,1.341,0.793
1573801795635,2019-11-15T15.09.55.635,0.483,4.756,-0.305,0.549
1573801795646,2019-11-15T15.09.55.646,0.494,5.244,-1.159,0.549
1573801795656,2019-11-15T15.09.55.656,0.504,5.061,-1.524,0.671
1573801795666,2019-11-15T15.09.55.666,0.514,4.268,-0.976,0.732
1573801795676,2019-11-15T15.09.55.676,0.524,3.293,0.671,0.976
1573801795687,2019-11-15T15.09.55.687,0.535,2.256,1.402,0.732
1573801795695,2019-11-15T15.09.55.695,0.543,2.378,1.402,0.244
1573801795706,2019-11-15T15.09.55.706,0.554,2.805,0.854,-0.122
1573801795716,2019-11-15T15.09.55.716,0.564,2.988,-0.305,-0.183
1573801795726,2019-11-15T15.09.55.726,0.574,2.195,-0.610,0.061
1573801795736,2019-11-15T15.09.55.736,0.584,1.768,-0.061,0.610
1573801795747,2019-11-15T15.09.55.747,0.595,1.159,0.427,0.732
1573801795757,2019-11-15T15.09.55.757,0.605,0.122,-0.122,0.488
1573801795767,2019-11-15T15.09.55.767,0.615,0.305,-1.341,0.061
1573801795777,2019-11-15T15.09.55.777,0.625,0.305,-2.195,-0.366
1573801795786,2019-11-15T15.09.55.786,0.634,0.122,-1.829,-0.488
1573801795796,2019-11-15T15.09.55.796,0.644,0.000,-0.610,-0.305
1573801795807,2019-11-15T15.09.55.807,0.655,-0.061,-0.061,0.122
1573801795817,2019-11-15T15.09.55.817,0.665,0.183,-0.610,0.244
1573801795827,2019-11-15T15.09.55.827,0.675,-0.122,-1.402,0.244
1573801795837,2019-11-15T15.09.55.837,0.685,-0.488,-1.402,0.183
1573801795848,2019-11-15T15.09.55.848,0.696,-0.549,-0.549,0.183
