epoc (ms),timestamp (+0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1573801795121,2019-11-15T15.09.55.121,0.000,-0.140,-0.993,-0.072
1573801795131,2019-11-15T15.09.55.131,0.010,-0.139,-1.010,-0.066
1573801795142,2019-11-15T15.09.55.142,0.021,-0.134,-1.006,-0.063
1573801795152,2019-11-15T15.09.55.152,0.031,-0.129,-1.000,-0.060
1573801795162,2019-11-15T15.09.55.162,0.041,-0.128,-0.999,-0.061
1573801795172,2019-11-15T15.09.55.172,0.051,-0.136,-0.996,-0.062
1573801795181,2019-11-15T15.09.55.181,0.060,-0.141,-0.999,-0.065
1573801795191,2019-11-15T15.09.55.191,0.070,-0.146,-0.998,-0.070
1573801795202,2019-11-15T15.09.55.202,0.081,-0.146,-1.000,-0.068
1573801795212,2019-11-15T15.09.55.212,0.091,-0.140,-1.000,-0.062
1573801795222,2019-11-15T15.09.55.222,0.101,-0.130,-1.001,-0.064
1573801795232,2019-11-15T15.09.55.232,0.111,-0.125,-1.002,-0.057
1573801795243,2019-11-15T15.09.55.243,0.122,-0.126,-1.003,-0.059
1573801795253,2019-11-15T15.09.55.253,0.132,-0.133,-1.001,-0.063
1573801795262,2019-11-15T15.09.55.262,0.141,-0.139,-1.000,-0.066
1573801795272,2019-11-15T15.09.55.272,0.151,-0.145,-0.999,-0.062
1573801795282,2019-11-15T15.09.55.282,0.161,-0.150,-1.001,-0.061
1573801795292,2019-11-15T15.09.55.292,0.171,-0.147,-1.000,-0.062
1573801795303,2019-11-15T15.09.55.303,0.182,-0.141,-1.000,-0.062
1573801795313,2019-11-15T15.09.55.313,0.192,-0.134,-1.000,-0.062
1573801795323,2019-11-15T15.09.55.323,0.202,-0.133,-0.999,-0.066
1573801795334,2019-11-15T15.09.55.334,0.213,-0.132,-1.001,-0.068
1573801795344,2019-11-15T15.09.55.344,0.223,-0.139,-1.000,-0.062
1573801795353,2019-11-15T15.09.55.353,0.232,-0.138,-1.002,-0.060
1573801795363,2019-11-15T15.09.55.363,0.242,-0.140,-1.000,-0.060
1573801795373,2019-11-15T15.09.55.373,0.252,-0.140,-0.999,-0.059
1573801795383,2019-11-15T15.09.55.383,0.262,-0.136,-0.999,-0.061
1573801795394,2019-11-15T15.09.55.394,0.273,-0.134,-1.000,-0.061
1573801795404,2019-11-15T15.09.55.404,0.283,-0.135,-0.998,-0.063
1573801795414,2019-11-15T15.09.55.414,0.293,-0.137,-1.000,-0.062
1573801795424,2019-11-15T15.09.55.424,0.303,-0.137,-0.999,-0.060
1573801795433,2019-11-15T15.09.55.433,0.312,-0.138,-0.999,-0.059
1573801795443,2019-11-15T15.09.55.443,0.322,-0.136,-1.000,-0.061
1573801795454,2019-11-15T15.09.55.454,0.333,-0.136,-1.001,-0.058
1573801795464,2019-11-15T15.09.55.464,0.343,-0.134,-1.002,-0.061
1573801795474,2019-11-15T15.09.55.474,0.353,-0.133,-1.000,-0.059
1573801795484,2019-11-15T15.09.55.484,0.363,-0.138,-0.999,-0.059
1573801795495,2019-11-15T15.09.55.495,0.374,-0.140,-1.005,-0.060
1573801795505,2019-11-15T15.09.55.505,0.384,-0.138,-1.003,-0.061
1573801795515,2019-11-15T15.09.55.515,0.394,-0.139,-0.999,-0.060
1573801795524,2019-11-15T15.09.55.524,0.403,-0.137,-0.998,-0.063
1573801795534,2019-11-15T15.09.55.534,0.413,-0.136,-0.999,-0.059
1573801795544,2019-11-15T15.09.55.544,0.423,-0.139,-1.004,-0.054
1573801795555,2019-11-15T15.09.55.555,0.434,-0.141,-1.001,-0.051
1573801795565,2019-11-15T15.09.55.565,0.444,-0.141,-0.997,-0.048
1573801795575,2019-11-15T15.09.55.575,0.454,-0.138,-0.995,-0.047
1573801795585,2019-11-15T15.09.55.585,0.464,-0.141,-0.998,-0.056
1573801795596,2019-11-15T15.09.55.596,0.475,-0.146,-1.003,-0.056
1573801795606,2019-11-15T15.09.55.606,0.485,-0.144,-1.002,-0.052
1573801795615,2019-11-15T15.09.55.615,0.494,-0.136,-1.004,-0.051
1573801795625,2019-11-15T15.09.55.625,0.504,-0.131,-1.002,-0.055
1573801795635,2019-11-15T15.09.55.635,0.514,-0.131,-1.000,-0.047
1573801795646,2019-11-15T15.09.55.646,0.525,-0.127,-1.002,-0.045
1573801795656,2019-11-15T15.09.55.656,0.535,-0.131,-1.006,-0.043
1573801795666,2019-11-15T15.09.55.666,0.545,-0.138,-1.005,-0.039
1573801795676,2019-11-15T15.09.55.676,0.555,-0.143,-1.003,-0.039
1573801795687,2019-11-15T15.09.55.687,0.566,-0.148,-0.999,-0.039
1573801795695,2019-11-15T15.09.55.695,0.574,-0.150,-1.000,-0.044
1573801795706,2019-11-15T15.09.55.706,0.585,-0.146,-0.998,-0.050
1573801795716,2019-11-15T15.09.55.716,0.595,-0.142,-1.002,-0.049
1573801795726,2019-11-15T15.09.55.726,0.605,-0.133,-1.008,-0.038
1573801795736,2019-11-15T15.09.55.736,0.615,-0.128,-1.005,-0.036
1573801795747,2019-11-15T15.09.55.747,0.626,-0.128,-1.002,-0.035
1573801795757,2019-11-15T15.09.55.757,0.636,-0.135,-1.001,-0.038
1573801795767,2019-11-15T15.09.55.767,0.646,-0.142,-1.000,-0.038
1573801795777,2019-11-15T15.09.55.777,0.656,-0.145,-1.000,-0.039
1573801795786,2019-11-15T15.09.55.786,0.665,-0.145,-1.001,-0.043
1573801795796,2019-11-15T15.09.55.796,0.675,-0.144,-1.003,-0.045
1573801795807,2019-11-15T15.09.55.807,0.686,-0.139,-1.000,-0.044
1573801795817,2019-11-15T15.09.55.817,0.696,-0.137,-1.000,-0.042
1573801795827,2019-11-15T15.09.55.827,0.706,-0.136,-1.004,-0.039
1573801795837,2019-11-15T15.09.55.837,0.716,-0.139,-1.000,-0.036
1573801795848,2019-11-15T15.09.55.848,0.727,-0.141,-1.000,-0.042
1573801795858,2019-11-15T15.09.55.858,0.737,-0.149,-1.002,-0.042
1573801795867,2019-11-15T15.09.55.867,0.746,-0.150,-1.000,-0.039
1573801795877,2019-11-15T15.09.55.877,0.756,-0.147,-1.001,-0.038
1573801795887,2019-11-15T15.09.55.887,0.766,-0.144,-1.000,-0.038
1573801795897,2019-11-15T15.09.55.897,0.776,-0.135,-1.001,-0.046
1573801795908,2019-11-15T15.09.55.908,0.787,-0.127,-1.004,-0.039
1573801795918,2019-11-15T15.09.55.918,0.797,-0.127,-1.000,-0.038
1573801795928,2019-11-15T15.09.55.928,0.807,-0.132,-1.001,-0.037
1573801795938,2019-11-15T15.09.55.938,0.817,-0.142,-0.999,-0.036
1573801795949,2019-11-15T15.09.55.949,0.828,-0.146,-0.996,-0.032
1573801795958,2019-11-15T15.09.55.958,0.837,-0.146,-0.997,-0.037
1573801795968,2019-11-15T15.09.55.968,0.847,-0.146,-1.001,-0.032
1573801795978,2019-11-15T15.09.55.978,0.857,-0.142,-1.003,-0.033
1573801795988,2019-11-15T15.09.55.988,0.867,-0.138,-1.003,-0.033
1573801795999,2019-11-15T15.09.55.999,0.878,-0.135,-1.003,-0.033
1573801796009,2019-11-15T15.09.56.009,0.888,-0.137,-1.001,-0.034
1573801796019,2019-11-15T15.09.56.019,0.898,-0.139,-0.999,-0.037
1573801796029,2019-11-15T15.09.56.029,0.908,-0.142,-0.996,-0.036
1573801796038,2019-11-15T15.09.56.038,0.917,-0.140,-0.998,-0.038
1573801796048,2019-11-15T15.09.56.048,0.927,-0.136,-1.003,-0.036
1573801796059,2019-11-15T15.09.56.059,0.938,-0.133,-1.005,-0.034
1573801796069,2019-11-15T15.09.56.069,0.948,-0.135,-1.002,-0.038
1573801796079,2019-11-15T15.09.56.079,0.958,-0.140,-1.002,-0.039
1573801796089,2019-11-15T15.09.56.089,0.968,-0.144,-1.003,-0.033
1573801796100,2019-11-15T15.09.56.100,0.979,-0.146,-0.999,-0.030
1573801796110,2019-11-15T15.09.56.110,0.989,-0.141,-0.998,-0.032
1573801796120,2019-11-15T15.09.56.120,0.999,-0.136,-1.002,-0.035
1573801796129,2019-11-15T15.09.56.129,1.008,-0.134,-1.004,-0.041
1573801796139,2019-11-15T15.09.56.139,1.018,-0.133,-1.005,-0.041
1573801796149,2019-11-15T15.09.56.149,1.028,-0.132,-1.004,-0.035
1573801796160,2019-11-15T15.09.56.160,1.039,-0.136,-1.003,-0.035
1573801796170,2019-11-15T15.09.56.170,1.049,-0.138,-1.002,-0.033
1573801796180,2019-11-15T15.09.56.180,1.059,-0.141,-1.002,-0.032
1573801796190,2019-11-15T15.09.56.190,1.069,-0.140,-1.002,-0.032
1573801796201,2019-11-15T15.09.56.201,1.080,-0.138,-0.998,-0.033
1573801796209,2019-11-15T15.09.56.209,1.088,-0.136,-0.998,-0.030
1573801796220,2019-11-15T15.09.56.220,1.099,-0.137,-1.000,-0.026
1573801796230,2019-11-15T15.09.56.230,1.109,-0.137,-1.003,-0.029
1573801796240,2019-11-15T15.09.56.240,1.119,-0.138,-1.003,-0.037
1573801796250,2019-11-15T15.09.56.250,1.129,-0.142,-1.001,-0.038
1573801796261,2019-11-15T15.09.56.261,1.140,-0.139,-1.002,-0.033
1573801796271,2019-11-15T15.09.56.271,1.150,-0.134,-1.005,-0.026
1573801796281,2019-11-15T15.09.56.281,1.160,-0.134,-1.007,-0.026
1573801796292,2019-11-15T15.09.56.292,1.171,-0.136,-1.008,-0.024
1573801796300,2019-11-15T15.09.56.300,1.179,-0.140,-1.003,-0.019
1573801796311,2019-11-15T15.09.56.311,1.190,-0.144,-0.999,-0.027
1573801796321,2019-11-15T15.09.56.321,1.200,-0.145,-0.999,-0.049
1573801796331,2019-11-15T15.09.56.331,1.210,-0.139,-1.005,-0.056
1573801796341,2019-11-15T15.09.56.341,1.220,-0.138,-1.008,-0.041
1573801796352,2019-11-15T15.09.56.352,1.231,-0.136,-1.002,-0.031
1573801796362,2019-11-15T15.09.56.362,1.241,-0.135,-1.000,-0.032
1573801796372,2019-11-15T15.09.56.372,1.251,-0.140,-0.999,-0.036
1573801796382,2019-11-15T15.09.56.382,1.261,-0.146,-0.999,-0.036
1573801796391,2019-11-15T15.09.56.391,1.270,-0.146,-1.000,-0.037
1573801796401,2019-11-15T15.09.56.401,1.280,-0.142,-1.003,-0.038
1573801796412,2019-11-15T15.09.56.412,1.291,-0.139,-1.003,-0.037
1573801796422,2019-11-15T15.09.56.422,1.301,-0.138,-1.001,-0.037
1573801796432,2019-11-15T15.09.56.432,1.311,-0.134,-0.997,-0.040
1573801796442,2019-11-15T15.09.56.442,1.321,-0.133,-0.995,-0.040
1573801796453,2019-11-15T15.09.56.453,1.332,-0.135,-0.998,-0.040
1573801796463,2019-11-15T15.09.56.463,1.342,-0.138,-1.000,-0.037
1573801796473,2019-11-15T15.09.56.473,1.352,-0.142,-1.001,-0.035
1573801796482,2019-11-15T15.09.56.482,1.361,-0.144,-1.001,-0.031
1573801796492,2019-11-15T15.09.56.492,1.371,-0.140,-1.003,-0.032
1573801796502,2019-11-15T15.09.56.502,1.381,-0.139,-1.003,-0.031
1573801796513,2019-11-15T15.09.56.513,1.392,-0.138,-1.004,-0.036
1573801796523,2019-11-15T15.09.56.523,1.402,-0.138,-1.003,-0.039
1573801796533,2019-11-15T15.09.56.533,1.412,-0.138,-1.003,-0.035
1573801796543,2019-11-15T15.09.56.543,1.422,-0.135,-1.000,-0.030
1573801796554,2019-11-15T15.09.56.554,1.433,-0.137,-1.000,-0.029
1573801796563,2019-11-15T15.09.56.563,1.442,-0.136,-0.999,-0.031
1573801796573,2019-11-15T15.09.56.573,1.452,-0.138,-0.998,-0.035
1573801796583,2019-11-15T15.09.56.583,1.462,-0.142,-0.999,-0.042
1573801796593,2019-11-15T15.09.56.593,1.472,-0.137,-1.002,-0.041
1573801796604,2019-11-15T15.09.56.604,1.483,-0.135,-1.004,-0.044
1573801796614,2019-11-15T15.09.56.614,1.493,-0.138,-1.001,-0.042
1573801796624,2019-11-15T15.09.56.624,1.503,-0.141,-1.002,-0.036
1573801796634,2019-11-15T15.09.56.634,1.513,-0.138,-1.004,-0.033
1573801796645,2019-11-15T15.09.56.645,1.524,-0.140,-1.000,-0.035
1573801796653,2019-11-15T15.09.56.653,1.532,-0.140,-0.999,-0.034
1573801796664,2019-11-15T15.09.56.664,1.543,-0.139,-0.998,-0.035
1573801796674,2019-11-15T15.09.56.674,1.553,-0.138,-0.998,-0.033
1573801796684,2019-11-15T15.09.56.684,1.563,-0.141,-1.002,-0.036
1573801796694,2019-11-15T15.09.56.694,1.573,-0.141,-1.007,-0.041
1573801796705,2019-11-15T15.09.56.705,1.584,-0.143,-1.003,-0.037
1573801796715,2019-11-15T15.09.56.715,1.594,-0.138,-1.002,-0.033
1573801796725,2019-11-15T15.09.56.725,1.604,-0.134,-0.999,-0.037
1573801796734,2019-11-15T15.09.56.734,1.613,-0.136,-0.998,-0.038
1573801796744,2019-11-15T15.09.56.744,1.623,-0.139,-1.001,-0.034
1573801796754,2019-11-15T15.09.56.754,1.633,-0.139,-1.000,-0.037
1573801796765,2019-11-15T15.09.56.765,1.644,-0.140,-1.004,-0.037
1573801796775,2019-11-15T15.09.56.775,1.654,-0.139,-1.003,-0.040
1573801796785,2019-11-15T15.09.56.785,1.664,-0.137,-1.000,-0.036
1573801796795,2019-11-15T15.09.56.795,1.674,-0.135,-1.000,-0.038
1573801796806,2019-11-15T15.09.56.806,1.685,-0.138,-1.000,-0.036
1573801796816,2019-11-15T15.09.56.816,1.695,-0.139,-1.000,-0.035
1573801796825,2019-11-15T15.09.56.825,1.704,-0.142,-1.001,-0.033
1573801796835,2019-11-15T15.09.56.835,1.714,-0.140,-1.002,-0.038
1573801796845,2019-11-15T15.09.56.845,1.724,-0.138,-1.000,-0.042
1573801796855,2019-11-15T15.09.56.855,1.734,-0.135,-1.002,-0.042
1573801796866,2019-11-15T15.09.56.866,1.745,-0.136,-1.003,-0.031
1573801796876,2019-11-15T15.09.56.876,1.755,-0.137,-1.002,-0.030
1573801796886,2019-11-15T15.09.56.886,1.765,-0.141,-1.002,-0.039
1573801796896,2019-11-15T15.09.56.896,1.775,-0.142,-0.999,-0.042
1573801796907,2019-11-15T15.09.56.907,1.786,-0.141,-1.002,-0.041
1573801796916,2019-11-15T15.09.56.916,1.795,-0.140,-1.005,-0.036
1573801796926,2019-11-15T15.09.56.926,1.805,-0.139,-1.003,-0.032
1573801796936,2019-11-15T15.09.56.936,1.815,-0.137,-1.004,-0.032
1573801796946,2019-11-15T15.09.56.946,1.825,-0.139,-1.000,-0.033
1573801796957,2019-11-15T15.09.56.957,1.836,-0.142,-1.000,-0.032
1573801796967,2019-11-15T15.09.56.967,1.846,-0.144,-0.998,-0.038
1573801796977,2019-11-15T15.09.56.977,1.856,-0.142,-0.999,-0.038
1573801796987,2019-11-15T15.09.56.987,1.866,-0.147,-1.003,-0.030
1573801796996,2019-11-15T15.09.56.996,1.875,-0.146,-1.001,-0.025
1573801797006,2019-11-15T15.09.57.006,1.885,-0.141,-0.996,-0.029
1573801797017,2019-11-15T15.09.57.017,1.896,-0.142,-1.000,-0.035
1573801797027,2019-11-15T15.09.57.027,1.906,-0.140,-1.001,-0.032
1573801797037,2019-11-15T15.09.57.037,1.916,-0.138,-1.004,-0.034
1573801797047,2019-11-15T15.09.57.047,1.926,-0.135,-1.004,-0.037
1573801797058,2019-11-15T15.09.57.058,1.937,-0.136,-1.002,-0.041
1573801797068,2019-11-15T15.09.57.068,1.947,-0.137,-1.001,-0.037
1573801797078,2019-11-15T15.09.57.078,1.957,-0.139,-1.002,-0.037
1573801797087,2019-11-15T15.09.57.087,1.966,-0.140,-1.002,-0.040
1573801797097,2019-11-15T15.09.57.097,1.976,-0.137,-1.001,-0.044
1573801797107,2019-11-15T15.09.57.107,1.986,-0.138,-0.999,-0.046
1573801797118,2019-11-15T15.09.57.118,1.997,-0.145,-1.000,-0.040
1573801797128,2019-11-15T15.09.57.128,2.007,-0.144,-1.001,-0.034
1573801797138,2019-11-15T15.09.57.138,2.017,-0.144,-1.000,-0.030
1573801797148,2019-11-15T15.09.57.148,2.027,-0.144,-1.002,-0.027
1573801797159,2019-11-15T15.09.57.159,2.038,-0.143,-1.003,-0.031
1573801797169,2019-11-15T15.09.57.169,2.048,-0.141,-1.001,-0.034
1573801797178,2019-11-15T15.09.57.178,2.057,-0.138,-1.001,-0.034
1573801797188,2019-11-15T15.09.57.188,2.067,-0.136,-1.002,-0.035
1573801797198,2019-11-15T15.09.57.198,2.077,-0.135,-1.002,-0.032
1573801797209,2019-11-15T15.09.57.209,2.088,-0.135,-1.002,-0.027
1573801797219,2019-11-15T15.09.57.219,2.098,-0.140,-1.001,-0.029
1573801797229,2019-11-15T15.09.57.229,2.108,-0.146,-1.000,-0.030
1573801797239,2019-11-15T15.09.57.239,2.118,-0.146,-1.001,-0.034
