-46.398579,-1808.368286,881.529907,
-46.070320,-1808.475708,881.373657,
-45.957081,-1808.698486,881.316589,
-45.979092,-1808.950562,881.322754,
-46.010727,-1809.123535,881.336426,
-45.968292,-1809.210815,881.325989,
-45.835247,-1809.292603,881.317749,
-45.649918,-1809.436890,881.341736,
-45.482357,-1809.622925,881.376160,
-45.345638,-1809.762939,881.403015,
-45.177971,-1809.785522,881.443176,
-44.926197,-1809.679565,881.511414,
-44.629284,-1809.484253,881.581604,
-44.379128,-1809.293457,881.632751,
-44.234024,-1809.205566,881.665405,
-44.170517,-1809.234131,881.680969,
-44.130486,-1809.317749,881.684814,
-44.043259,-1809.344360,881.666931,
-43.879959,-1809.236938,881.627136,
-43.702522,-1809.053589,881.602295,
-43.603004,-1808.905884,881.636169,
-43.592079,-1808.807007,881.707153,
-43.602070,-1808.678467,881.742004,
-43.590698,-1808.487305,881.705444,
-43.577629,-1808.300293,881.644104,
-43.584217,-1808.208984,881.652588,
-43.574596,-1808.205200,881.772644,
-43.517269,-1808.183105,881.943542,
-43.435825,-1808.085083,882.081726,
-43.385361,-1807.928345,882.147400,
-43.410526,-1807.754272,882.138977,
-43.519951,-1807.590698,882.070313,
-43.677761,-1807.447388,881.969910,
-43.804661,-1807.331909,881.888367,
-43.818283,-1807.256592,881.879211,
-43.718952,-1807.220825,881.944519,
-43.585327,-1807.207031,882.037842,
-43.481373,-1807.197388,882.119324,
-43.421085,-1807.185547,882.175354,
-43.396206,-1807.174438,882.202148,
-43.405388,-1807.159790,882.192749,
-43.461624,-1807.126465,882.131470,
-43.571213,-1807.066895,882.020081,
-43.707199,-1806.992920,881.898621,
-43.819775,-1806.939575,881.815186,
-43.880527,-1806.935425,881.782959,
-43.890385,-1806.973511,881.788452,
-43.866158,-1807.026123,881.816528,
-43.831516,-1807.079346,881.850525,
-43.800289,-1807.135498,881.859375,
-43.769218,-1807.195557,881.824402,
-43.736259,-1807.259399,881.767090,
-43.708344,-1807.334961,881.721130,
-43.689785,-1807.428345,881.697815,
-43.677113,-1807.530518,881.686951,
-43.656780,-1807.626099,881.674072,
-43.628517,-1807.705811,881.653381,
-43.610729,-1807.766846,881.627319,
-43.603184,-1807.827026,881.603516,
-43.570187,-1807.930420,881.585938,
-43.452873,-1808.112427,881.570313,
-43.227394,-1808.359009,881.555725,
-42.983551,-1808.626709,881.551208,
-42.868855,-1808.895630,881.553345,
-42.930374,-1809.165039,881.540039,
-43.104614,-1809.425171,881.491882,
-43.330830,-1809.664307,881.414734,
-43.549595,-1809.868286,881.344666,
-43.706474,-1810.019653,881.334839,
-43.769909,-1810.104370,881.392944,
-43.762234,-1810.147705,881.476135,
-43.735916,-1810.188599,881.538025,
-43.741467,-1810.243042,881.552612,
-43.793720,-1810.306885,881.518921,
-43.841621,-1810.379639,881.485901,
-43.824337,-1810.463013,881.506226,
-43.741802,-1810.551514,881.581665,
-43.650211,-1810.631226,881.668945,
-43.600067,-1810.681396,881.714478,
-43.627678,-1810.665405,881.661865,
-43.720848,-1810.571411,881.509033,
-43.818138,-1810.453735,881.336731,
-43.881145,-1810.393311,881.249146,
-43.911640,-1810.430542,881.290222,
-43.895691,-1810.536865,881.415955,
-43.818340,-1810.648682,881.554260,
-43.723221,-1810.711670,881.633850,
-43.693321,-1810.698608,881.606812,
-43.757271,-1810.621338,881.490601,
-43.859543,-1810.525879,881.357056,
-43.930756,-1810.446899,881.263916,
-43.941525,-1810.389404,881.220764,
-43.904861,-1810.343262,881.206238,
-43.851982,-1810.301880,881.202087,
-43.808243,-1810.271973,881.200867,
-43.776379,-1810.256714,881.198730,
-43.736202,-1810.238037,881.184387,
-43.669891,-1810.197021,881.147034,
-43.582752,-1810.136108,881.100037,
-43.492710,-1810.075562,881.086914,
-43.394154,-1810.024902,881.127014,
-43.263489,-1809.966919,881.161072,
-43.104385,-1809.892090,881.125427,
-42.971371,-1809.828979,881.027893,
-42.918488,-1809.825195,880.940430,
-42.919357,-1809.884033,880.916748,
-42.929890,-1809.942383,880.914429,
-42.922512,-1809.930542,880.880615,
-42.869846,-1809.842529,880.834900,
-42.786983,-1809.737427,880.798767,
-42.700802,-1809.666016,880.751709,
-42.634819,-1809.647339,880.695984,
-42.608303,-1809.674194,880.658997,
-42.617363,-1809.712524,880.634644,
-42.646603,-1809.737427,880.609436,
-42.679974,-1809.752808,880.587952,
-42.708595,-1809.770142,880.560242,
-42.761425,-1809.819336,880.526550,
-42.866653,-1809.929077,880.504578,
-42.981846,-1810.068359,880.487061,
-43.038506,-1810.170166,880.453491,
-43.025177,-1810.220093,880.384827,
-42.985828,-1810.255005,880.275391,
-42.954700,-1810.280029,880.163513,
-42.942688,-1810.271484,880.112549,
-42.955486,-1810.233032,880.149597,
-42.989391,-1810.198486,880.268127,
-43.032810,-1810.205078,880.394897,
-43.068710,-1810.259888,880.446960,
-43.080967,-1810.339966,880.401550,
-43.062767,-1810.408936,880.296570,
-43.028915,-1810.441284,880.195374,
-43.000900,-1810.433472,880.133118,
-42.976357,-1810.377441,880.107727,
-42.971600,-1810.305298,880.122803,
-43.010349,-1810.267700,880.186462,
-43.080681,-1810.274414,880.263489,
-43.153351,-1810.310547,880.313660,
-43.210979,-1810.357056,880.327026,
-43.253014,-1810.402832,880.305481,
-43.288521,-1810.451660,880.258179,
-43.315804,-1810.493896,880.197815,
-43.307541,-1810.489136,880.124939,
-43.229622,-1810.398926,880.031067,
-43.098988,-1810.245239,879.909119,
-42.992718,-1810.123779,879.785889,
-42.971920,-1810.101685,879.713867,
-43.012341,-1810.129761,879.705994,
-43.037434,-1810.108887,879.726440,
-43.005795,-1810.006714,879.732239,
-42.932274,-1809.855713,879.706543,
-42.889816,-1809.744995,879.676758,
-42.932777,-1809.750000,879.655640,
-43.054260,-1809.887085,879.625793,
-43.210606,-1810.124023,879.582031,
-43.317059,-1810.343994,879.535828,
-43.308926,-1810.420288,879.511719,
-43.181774,-1810.291626,879.517883,
-42.971466,-1809.980957,879.547485,
-42.746540,-1809.607910,879.562195,
-42.589226,-1809.329468,879.553833,
-42.522301,-1809.223633,879.568115,
-42.492886,-1809.242310,879.620361,
-42.452938,-1809.294678,879.673828,
-42.391590,-1809.333618,879.694580,
-42.318878,-1809.362061,879.689697,
-42.270252,-1809.387207,879.667603,
-42.276718,-1809.401245,879.637756,
-42.329090,-1809.374390,879.622253,
-42.381031,-1809.270752,879.638428,
-42.392689,-1809.106323,879.675720,
-42.355576,-1808.927979,879.701294,
-42.295994,-1808.774292,879.686646,
-42.267284,-1808.683594,879.627441,
-42.319519,-1808.699951,879.552795,
-42.448933,-1808.817017,879.504578,
-42.580223,-1808.923218,879.501526,
-42.649162,-1808.909790,879.537170,
-42.666340,-1808.804077,879.582275,
-42.673168,-1808.712646,879.607727,
-42.690826,-1808.708618,879.605774,
-42.721767,-1808.787109,879.584045,
-42.757683,-1808.888184,879.554077,
-42.780689,-1808.936523,879.532837,
-42.784210,-1808.914917,879.530945,
-42.796806,-1808.915161,879.545410,
-42.857136,-1809.053589,879.565552,
-42.979683,-1809.361328,879.577026,
-43.140823,-1809.754395,879.577087,
-43.287453,-1810.091675,879.577942,
-43.375641,-1810.282471,879.585754,
-43.382118,-1810.313354,879.581482,
-43.289005,-1810.199707,879.534241,
-43.098499,-1809.972656,879.434326,
-42.875656,-1809.729370,879.320923,
-42.733109,-1809.628784,879.261230,
-42.736538,-1809.761353,879.286255,
-42.849529,-1810.057861,879.361511,
-42.967541,-1810.344360,879.415039,
-43.003010,-1810.480835,879.400574,
-42.964111,-1810.482788,879.359680,
-42.966698,-1810.521606,879.438110,
-43.148140,-1810.774048,879.806335,
-43.549473,-1811.270996,880.508240,
-44.080204,-1811.879028,881.405273,
-44.570297,-1812.388916,882.241455,
-44.852921,-1812.625244,882.758850,
-44.831062,-1812.516113,882.796082,
-44.510551,-1812.111572,882.341553,
-43.999043,-1811.557861,881.538696,
-43.470352,-1811.039673,880.642090,
-43.094913,-1810.700073,879.922058,
-42.957100,-1810.570068,879.544800,
-43.007793,-1810.554932,879.493164,
-43.103500,-1810.512451,879.606140,
-43.110550,-1810.367310,879.719238,
-42.957336,-1810.126831,879.743774,
-42.645592,-1809.842896,879.665955,
-42.238747,-1809.576050,879.518921,
-41.837189,-1809.368896,879.353088,
-41.551624,-1809.238525,879.213989,
-41.477383,-1809.179565,879.132507,
-41.668705,-1809.173462,879.120972,
-42.115379,-1809.195313,879.171631,
