417.854797,-1791.049316,881.152893,
417.855103,-1790.980103,881.151062,
417.824188,-1790.994873,881.130798,
417.736603,-1790.995239,881.075195,
417.681549,-1790.938110,881.058105,
417.666718,-1790.904785,881.064636,
417.697021,-1790.924316,881.066406,
417.699738,-1790.937988,881.020203,
417.676025,-1790.932495,880.961121,
417.705994,-1790.946777,880.957581,
417.769257,-1790.959229,880.985596,
417.829285,-1790.959229,880.979980,
417.870941,-1790.953003,880.951721,
417.876617,-1790.935425,880.950623,
417.863281,-1790.853027,880.960815,
417.825897,-1790.838013,880.945068,
417.829712,-1790.837646,880.930115,
417.858765,-1790.815674,880.944031,
417.865204,-1790.825684,880.937744,
417.912537,-1790.834595,880.924683,
417.949432,-1790.843994,880.919617,
417.925415,-1790.832153,880.940430,
417.918701,-1790.741455,880.941650,
417.925476,-1790.676025,880.934143,
417.866730,-1790.673706,880.915588,
417.848846,-1790.665527,880.902161,
417.885681,-1790.625732,880.898376,
417.913849,-1790.603760,880.873291,
417.925293,-1790.615479,880.832947,
417.942993,-1790.592285,880.798523,
417.980408,-1790.589966,880.782593,
418.042206,-1790.582520,880.798584,
418.036804,-1790.531860,880.801880,
417.999542,-1790.463867,880.802979,
417.959839,-1790.383057,880.809448,
417.899231,-1790.306274,880.837158,
417.883026,-1790.215820,880.808960,
417.895660,-1790.089844,880.741272,
417.918243,-1789.976318,880.749512,
417.981049,-1789.924927,880.797058,
418.020844,-1789.875977,880.815674,
418.017700,-1789.805054,880.758179,
418.034973,-1789.712280,880.704529,
418.032593,-1789.644897,880.697449,
417.969910,-1789.604126,880.709167,
417.889709,-1789.584717,880.705322,
417.869415,-1789.567993,880.703369,
417.875549,-1789.542847,880.689453,
417.890045,-1789.525146,880.672974,
417.869446,-1789.545288,880.677429,
417.827728,-1789.569458,880.679871,
417.838684,-1789.523438,880.672363,
417.866425,-1789.503174,880.635376,
417.820862,-1789.554077,880.590881,
417.742615,-1789.557983,880.566956,
417.697784,-1789.521729,880.545410,
417.709930,-1789.522949,880.533508,
417.743927,-1789.547607,880.558411,
417.767059,-1789.558350,880.583374,
417.800781,-1789.592407,880.568359,
417.837402,-1789.636230,880.535583,
417.857056,-1789.669678,880.523926,
417.851837,-1789.692017,880.529785,
417.826294,-1789.647217,880.529907,
417.784119,-1789.610229,880.524292,
417.692749,-1789.651367,880.540771,
417.640198,-1789.673096,880.560181,
417.666718,-1789.648804,880.564392,
417.719696,-1789.682739,880.549988,
417.750000,-1789.714600,880.508850,
417.782867,-1789.705811,880.469177,
417.850800,-1789.679321,880.446777,
417.863556,-1789.680664,880.437561,
417.861420,-1789.634766,880.415466,
417.857574,-1789.610962,880.423767,
417.820374,-1789.616333,880.456665,
417.803986,-1789.556396,880.460876,
417.784760,-1789.525269,880.457703,
417.759277,-1789.575073,880.466003,
417.811523,-1789.560669,880.504395,
417.863861,-1789.535767,880.547791,
417.862946,-1789.537354,880.542786,
417.847229,-1789.544434,880.530762,
417.870575,-1789.520142,880.530518,
417.883698,-1789.461914,880.542542,
417.856659,-1789.431274,880.523987,
417.852905,-1789.427734,880.481812,
417.898224,-1789.422119,880.475159,
417.957611,-1789.460083,880.470886,
418.036407,-1789.525391,880.427002,
