epoc (ms),timestamp (+0800),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1573804790297,2019-11-15T15.59.50.297,0.000,0.732,-1.829,1.159
1573804790308,2019-11-15T15.59.50.308,0.011,0.732,-2.378,0.732
1573804790318,2019-11-15T15.59.50.318,0.021,1.829,-6.463,1.098
1573804790328,2019-11-15T15.59.50.328,0.031,2.500,-7.683,1.159
1573804790338,2019-11-15T15.59.50.338,0.041,2.073,-3.720,0.854
1573804790349,2019-11-15T15.59.50.349,0.052,1.220,1.402,0.732
1573804790358,2019-11-15T15.59.50.358,0.061,0.549,6.768,0.915
1573804790368,2019-11-15T15.59.50.368,0.071,-0.488,9.695,0.610
1573804790378,2019-11-15T15.59.50.378,0.081,-0.610,7.195,-0.183
1573804790388,2019-11-15T15.59.50.388,0.091,0.549,0.793,-0.732
1573804790399,2019-11-15T15.59.50.399,0.102,1.220,-3.171,-0.366
1573804790409,2019-11-15T15.59.50.409,0.112,1.280,-2.805,0.122
1573804790419,2019-11-15T15.59.50.419,0.122,1.646,-0.061,0.183
1573804790429,2019-11-15T15.59.50.429,0.132,1.220,4.451,-0.427
1573804790440,2019-11-15T15.59.50.440,0.143,0.549,7.622,-0.671
1573804790448,2019-11-15T15.59.50.448,0.151,0.183,5.915,-0.427
1573804790459,2019-11-15T15.59.50.459,0.162,0.061,3.780,-0.183
1573804790469,2019-11-15T15.59.50.469,0.172,0.183,1.890,-0.244
1573804790479,2019-11-15T15.59.50.479,0.182,0.610,0.305,0.061
1573804790489,2019-11-15T15.59.50.489,0.192,0.671,0.671,0.305
1573804790500,2019-11-15T15.59.50.500,0.203,0.427,2.622,0.488
1573804790510,2019-11-15T15.59.50.510,0.213,0.427,2.988,0.488
1573804790520,2019-11-15T15.59.50.520,0.223,0.427,2.195,0.183
1573804790530,2019-11-15T15.59.50.530,0.233,-0.183,1.159,-0.122
1573804790541,2019-11-15T15.59.50.541,0.244,-0.305,-0.671,-0.183
1573804790551,2019-11-15T15.59.50.551,0.254,0.000,0.610,0.427
1573804790560,2019-11-15T15.59.50.560,0.263,-0.915,3.476,0.671
1573804790570,2019-11-15T15.59.50.570,0.273,-0.854,3.537,0.000
1573804790580,2019-11-15T15.59.50.580,0.283,0.000,1.707,-0.183
1573804790590,2019-11-15T15.59.50.590,0.293,0.366,1.829,-0.122
1573804790601,2019-11-15T15.59.50.601,0.304,0.000,2.561,-0.427
1573804790611,2019-11-15T15.59.50.611,0.314,-0.244,1.402,-0.732
1573804790621,2019-11-15T15.59.50.621,0.324,-0.183,-0.427,-0.671
1573804790631,2019-11-15T15.59.50.631,0.334,-0.427,0.366,-0.366
1573804790642,2019-11-15T15.59.50.642,0.345,-1.159,2.134,-0.122
1573804790652,2019-11-15T15.59.50.652,0.355,-0.305,3.049,-0.183
1573804790661,2019-11-15T15.59.50.661,0.364,0.366,4.573,-0.305
1573804790671,2019-11-15T15.59.50.671,0.374,0.122,4.512,-0.671
1573804790681,2019-11-15T15.59.50.681,0.384,0.427,1.951,-1.098
1573804790691,2019-11-15T15.59.50.691,0.394,0.976,0.061,-1.220
1573804790702,2019-11-15T15.59.50.702,0.405,0.793,-0.061,-1.402
1573804790712,2019-11-15T15.59.50.712,0.415,0.122,0.366,-1.402
1573804790722,2019-11-15T15.59.50.722,0.425,-0.671,2.500,-0.854
1573804790733,2019-11-15T15.59.50.733,0.436,-1.463,4.146,-0.427
1573804790743,2019-11-15T15.59.50.743,0.446,-1.402,5.793,-0.427
1573804790753,2019-11-15T15.59.50.753,0.456,-0.732,6.463,-0.732
1573804790762,2019-11-15T15.59.50.762,0.465,-0.671,4.268,-1.280
1573804790772,2019-11-15T15.59.50.772,0.475,-0.244,0.305,-1.646
1573804790782,2019-11-15T15.59.50.782,0.485,0.305,-2.927,-1.280
1573804790793,2019-11-15T15.59.50.793,0.496,-0.061,-3.171,-1.098
1573804790803,2019-11-15T15.59.50.803,0.506,-0.610,-1.402,-0.854
1573804790813,2019-11-15T15.59.50.813,0.516,-1.159,2.195,-0.488
1573804790823,2019-11-15T15.59.50.823,0.526,-1.951,5.488,-0.183
1573804790834,2019-11-15T15.59.50.834,0.537,-2.500,6.159,0.244
1573804790844,2019-11-15T15.59.50.844,0.547,-1.646,1.829,-0.061
1573804790854,2019-11-15T15.59.50.854,0.557,-0.061,-5.488,-0.793
1573804790864,2019-11-15T15.59.50.864,0.567,0.915,-10.122,-0.183
1573804790873,2019-11-15T15.59.50.873,0.576,0.366,-9.207,0.671
1573804790883,2019-11-15T15.59.50.883,0.586,-0.122,-4.451,0.793
1573804790894,2019-11-15T15.59.50.894,0.597,-0.854,2.073,0.671
1573804790904,2019-11-15T15.59.50.904,0.607,-1.280,6.159,0.244
1573804790914,2019-11-15T15.59.50.914,0.617,-0.732,5.976,0.183
1573804790924,2019-11-15T15.59.50.924,0.627,-0.976,2.195,-0.122
1573804790935,2019-11-15T15.59.50.935,0.638,-0.793,-3.110,-0.244
1573804790945,2019-11-15T15.59.50.945,0.648,-0.122,-6.037,0.061
1573804790955,2019-11-15T15.59.50.955,0.658,0.305,-5.366,0.549
1573804790965,2019-11-15T15.59.50.965,0.668,-0.854,-1.037,0.732
1573804790974,2019-11-15T15.59.50.974,0.677,-1.646,2.256,0.732
1573804790984,2019-11-15T15.59.50.984,0.687,-1.341,1.707,0.305
1573804790995,2019-11-15T15.59.50.995,0.698,-0.793,1.707,0.061
1573804791005,2019-11-15T15.59.51.005,0.708,-0.549,0.427,0.000
1573804791015,2019-11-15T15.59.51.015,0.718,-0.122,-3.293,0.183
1573804791025,2019-11-15T15.59.51.025,0.728,-0.183,-3.902,0.549
1573804791036,2019-11-15T15.59.51.036,0.739,-0.488,-1.829,0.976
1573804791046,2019-11-15T15.59.51.046,0.749,-0.610,-0.793,1.280
1573804791056,2019-11-15T15.59.51.056,0.759,-1.524,0.366,0.915
1573804791066,2019-11-15T15.59.51.066,0.769,-1.524,1.646,0.305
1573804791075,2019-11-15T15.59.51.075,0.778,-1.098,0.183,0.305
1573804791086,2019-11-15T15.59.51.086,0.789,-0.122,-1.646,0.732
1573804791096,2019-11-15T15.59.51.096,0.799,1.402,-2.927,0.732
1573804791106,2019-11-15T15.59.51.106,0.809,1.098,-2.500,0.549
1573804791116,2019-11-15T15.59.51.116,0.819,0.488,-0.732,0.732
1573804791127,2019-11-15T15.59.51.127,0.830,0.549,0.671,0.976
1573804791137,2019-11-15T15.59.51.137,0.840,0.244,1.890,0.671
1573804791147,2019-11-15T15.59.51.147,0.850,0.183,0.061,0.305
1573804791157,2019-11-15T15.59.51.157,0.860,-0.488,-1.524,-0.122
1573804791168,2019-11-15T15.59.51.168,0.871,-0.549,-1.524,0.122
1573804791176,2019-11-15T15.59.51.176,0.879,-0.061,0.549,0.793
1573804791187,2019-11-15T15.59.51.187,0.890,0.000,2.500,0.610
1573804791197,2019-11-15T15.59.51.197,0.900,0.671,2.073,-0.244
1573804791207,2019-11-15T15.59.51.207,0.910,1.159,1.707,-0.427
1573804791217,2019-11-15T15.59.51.217,0.920,1.280,2.195,-0.427
1573804791228,2019-11-15T15.59.51.228,0.931,0.976,2.439,-0.549
1573804791238,2019-11-15T15.59.51.238,0.941,0.732,1.341,-0.610
1573804791248,2019-11-15T15.59.51.248,0.951,0.183,0.549,-0.305
1573804791258,2019-11-15T15.59.51.258,0.961,0.061,-1.280,0.305
1573804791269,2019-11-15T15.59.51.269,0.972,-0.671,-3.232,0.793
1573804791277,2019-11-15T15.59.51.277,0.980,-0.854,-2.744,0.061
1573804791288,2019-11-15T15.59.51.288,0.991,-0.427,-0.549,-0.671
1573804791298,2019-11-15T15.59.51.298,1.001,-0.244,1.768,-0.427
1573804791308,2019-11-15T15.59.51.308,1.011,-0.183,3.415,-0.122
1573804791318,2019-11-15T15.59.51.318,1.021,-0.183,2.256,-0.244
1573804791329,2019-11-15T15.59.51.329,1.032,-0.366,0.183,0.061
1573804791339,2019-11-15T15.59.51.339,1.042,-0.183,-1.707,0.549
1573804791349,2019-11-15T15.59.51.349,1.052,0.183,-4.451,0.610
1573804791359,2019-11-15T15.59.51.359,1.062,0.549,-5.610,0.427
1573804791370,2019-11-15T15.59.51.370,1.073,0.610,-3.293,0.427
1573804791379,2019-11-15T15.59.51.379,1.082,0.000,-0.915,0.427
1573804791389,2019-11-15T15.59.51.389,1.092,-0.915,0.000,0.183
1573804791399,2019-11-15T15.59.51.399,1.102,-1.098,-0.061,-0.122
1573804791409,2019-11-15T15.59.51.409,1.112,-0.915,0.183,-0.061
1573804791420,2019-11-15T15.59.51.420,1.123,-0.854,-0.305,-0.122
1573804791430,2019-11-15T15.59.51.430,1.133,-0.610,-1.768,-0.671
1573804791440,2019-11-15T15.59.51.440,1.143,-0.061,-1.585,-0.427
1573804791450,2019-11-15T15.59.51.450,1.153,-0.244,1.585,0.366
1573804791461,2019-11-15T15.59.51.461,1.164,-1.159,4.878,0.610
1573804791471,2019-11-15T15.59.51.471,1.174,-1.646,5.671,0.244
1573804791481,2019-11-15T15.59.51.481,1.184,-2.805,6.402,-0.122
1573804791490,2019-11-15T15.59.51.490,1.193,-1.890,3.476,-0.488
1573804791500,2019-11-15T15.59.51.500,1.203,-0.183,-2.683,-0.793
1573804791510,2019-11-15T15.59.51.510,1.213,0.610,-6.341,-1.037
1573804791521,2019-11-15T15.59.51.521,1.224,0.671,-5.122,-0.549
1573804791531,2019-11-15T15.59.51.531,1.234,0.000,-0.488,0.000
1573804791541,2019-11-15T15.59.51.541,1.244,-0.488,3.659,-0.488
1573804791551,2019-11-15T15.59.51.551,1.254,-0.793,5.427,-0.366
1573804791562,2019-11-15T15.59.51.562,1.265,-1.341,4.390,-0.061
1573804791572,2019-11-15T15.59.51.572,1.275,-1.220,1.585,0.122
1573804791582,2019-11-15T15.59.51.582,1.285,-0.488,-1.341,-0.122
1573804791591,2019-11-15T15.59.51.591,1.294,0.854,-3.598,-0.610
1573804791601,2019-11-15T15.59.51.601,1.304,1.524,-3.171,-0.549
1573804791611,2019-11-15T15.59.51.611,1.314,1.524,-0.671,-0.183
1573804791622,2019-11-15T15.59.51.622,1.325,1.037,1.951,-0.122
1573804791632,2019-11-15T15.59.51.632,1.335,-0.122,3.476,-1.098
1573804791642,2019-11-15T15.59.51.642,1.345,-1.098,4.329,-1.402
1573804791652,2019-11-15T15.59.51.652,1.355,-1.037,3.049,-0.732
1573804791663,2019-11-15T15.59.51.663,1.366,-0.183,-0.915,-0.427
1573804791673,2019-11-15T15.59.51.673,1.376,0.610,-3.354,-0.671
1573804791683,2019-11-15T15.59.51.683,1.386,1.037,-2.866,-1.098
1573804791692,2019-11-15T15.59.51.692,1.395,0.793,-0.488,-1.280
1573804791702,2019-11-15T15.59.51.702,1.405,0.366,1.951,-1.524
1573804791712,2019-11-15T15.59.51.712,1.415,0.244,5.000,-1.280
1573804791723,2019-11-15T15.59.51.723,1.426,-0.610,6.890,-1.098
1573804791733,2019-11-15T15.59.51.733,1.436,-1.280,5.976,-1.098
1573804791743,2019-11-15T15.59.51.743,1.446,-0.183,2.134,-1.159
1573804791754,2019-11-15T15.59.51.754,1.457,1.280,-2.866,-1.280
1573804791764,2019-11-15T15.59.51.764,1.467,1.768,-5.244,-1.098
1573804791774,2019-11-15T15.59.51.774,1.477,2.073,-4.573,-0.671
1573804791784,2019-11-15T15.59.51.784,1.487,1.768,-1.646,-0.549
1573804791793,2019-11-15T15.59.51.793,1.496,0.793,1.524,-1.220
1573804791803,2019-11-15T15.59.51.803,1.506,0.549,3.110,-1.280
1573804791814,2019-11-15T15.59.51.814,1.517,0.732,1.707,-0.366
1573804791824,2019-11-15T15.59.51.824,1.527,0.061,1.890,0.305
1573804791834,2019-11-15T15.59.51.834,1.537,-0.061,0.610,0.183
1573804791844,2019-11-15T15.59.51.844,1.547,0.122,-0.488,0.061
1573804791855,2019-11-15T15.59.51.855,1.558,0.122,0.244,0.061
1573804791865,2019-11-15T15.59.51.865,1.568,0.122,-0.183,0.000
1573804791875,2019-11-15T15.59.51.875,1.578,-0.122,-1.280,-0.122
1573804791885,2019-11-15T15.59.51.885,1.588,0.610,-3.415,-0.061
1573804791894,2019-11-15T15.59.51.894,1.597,0.793,-3.902,0.244
1573804791904,2019-11-15T15.59.51.904,1.607,0.366,-2.134,0.366
1573804791915,2019-11-15T15.59.51.915,1.618,0.915,-1.707,-0.183
1573804791925,2019-11-15T15.59.51.925,1.628,0.000,-0.854,-0.488
1573804791935,2019-11-15T15.59.51.935,1.638,-1.341,0.122,-0.732
1573804791945,2019-11-15T15.59.51.945,1.648,-1.768,0.366,-1.037
1573804791956,2019-11-15T15.59.51.956,1.659,-1.098,1.037,-0.915
1573804791966,2019-11-15T15.59.51.966,1.669,-0.122,2.134,-0.793
1573804791976,2019-11-15T15.59.51.976,1.679,-0.183,1.341,-0.793
1573804791986,2019-11-15T15.59.51.986,1.689,-0.366,-1.829,-1.098
1573804791997,2019-11-15T15.59.51.997,1.700,0.061,-4.085,-0.976
