epoc (ms),timestamp (+0800),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1573804784645,2019-11-15T15.59.44.645,0.000,0.061,-0.305,0.122
1573804784656,2019-11-15T15.59.44.656,0.011,-0.244,-0.488,0.549
1573804784666,2019-11-15T15.59.44.666,0.021,-0.427,-0.549,0.305
1573804784675,2019-11-15T15.59.44.675,0.030,-0.488,-0.366,0.366
1573804784685,2019-11-15T15.59.44.685,0.040,-0.488,-0.244,0.366
1573804784695,2019-11-15T15.59.44.695,0.050,-0.427,-0.244,0.244
1573804784705,2019-11-15T15.59.44.705,0.060,-0.366,-0.366,0.305
1573804784716,2019-11-15T15.59.44.716,0.071,-0.488,-0.549,0.061
1573804784724,2019-11-15T15.59.44.724,0.079,-0.305,-0.610,-0.061
1573804784735,2019-11-15T15.59.44.735,0.090,-0.244,-0.732,-0.122
1573804784745,2019-11-15T15.59.44.745,0.100,-0.122,-0.610,0.000
1573804784755,2019-11-15T15.59.44.755,0.110,-0.122,-0.671,0.061
1573804784764,2019-11-15T15.59.44.764,0.119,-0.122,-0.549,0.061
1573804784774,2019-11-15T15.59.44.774,0.129,-0.305,-0.549,0.061
1573804784784,2019-11-15T15.59.44.784,0.139,-0.610,-0.549,0.122
1573804784795,2019-11-15T15.59.44.795,0.150,-0.366,-0.488,0.000
1573804784805,2019-11-15T15.59.44.805,0.160,0.122,-0.427,-0.061
1573804784814,2019-11-15T15.59.44.814,0.169,0.122,-0.549,-0.061
1573804784824,2019-11-15T15.59.44.824,0.179,0.183,-0.671,-0.061
1573804784834,2019-11-15T15.59.44.834,0.189,0.305,-0.671,-0.122
1573804784845,2019-11-15T15.59.44.845,0.200,0.366,-0.610,0.000
1573804784853,2019-11-15T15.59.44.853,0.208,0.244,-0.671,0.061
1573804784864,2019-11-15T15.59.44.864,0.219,-0.183,-0.793,0.061
1573804784874,2019-11-15T15.59.44.874,0.229,-0.427,-0.915,0.244
1573804784884,2019-11-15T15.59.44.884,0.239,-0.122,-0.854,0.122
1573804784894,2019-11-15T15.59.44.894,0.249,0.122,-0.854,0.122
1573804784903,2019-11-15T15.59.44.903,0.258,0.061,-0.732,0.183
1573804784913,2019-11-15T15.59.44.913,0.268,-0.244,-0.671,0.366
1573804784924,2019-11-15T15.59.44.924,0.279,-0.488,-0.671,0.488
1573804784934,2019-11-15T15.59.44.934,0.289,-0.549,-0.488,0.488
1573804784944,2019-11-15T15.59.44.944,0.299,-0.305,-0.427,0.244
1573804784953,2019-11-15T15.59.44.953,0.308,-0.061,-0.610,0.122
1573804784963,2019-11-15T15.59.44.963,0.318,-0.244,-0.366,0.427
1573804784973,2019-11-15T15.59.44.973,0.328,-0.671,-0.427,0.549
1573804784984,2019-11-15T15.59.44.984,0.339,-0.915,-0.488,0.793
1573804784992,2019-11-15T15.59.44.992,0.347,-1.037,-0.610,0.488
1573804785003,2019-11-15T15.59.45.003,0.358,-0.976,-0.793,0.427
1573804785013,2019-11-15T15.59.45.013,0.368,-1.098,-1.098,0.488
1573804785023,2019-11-15T15.59.45.023,0.378,-1.098,-0.976,0.488
1573804785034,2019-11-15T15.59.45.034,0.389,-1.098,-1.280,0.427
1573804785042,2019-11-15T15.59.45.042,0.397,-0.793,-1.037,0.793
1573804785053,2019-11-15T15.59.45.053,0.408,-0.854,-1.220,0.610
1573804785063,2019-11-15T15.59.45.063,0.418,-0.732,-0.976,0.488
1573804785073,2019-11-15T15.59.45.073,0.428,-0.732,-1.037,0.244
