epoc (ms),timestamp (+0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1573801956288,2019-11-15T15.12.36.288,0.000,0.043,0.905,-0.253
1573801956298,2019-11-15T15.12.36.298,0.010,0.040,0.918,-0.252
1573801956308,2019-11-15T15.12.36.308,0.020,0.042,0.919,-0.248
1573801956317,2019-11-15T15.12.36.317,0.029,0.042,0.916,-0.249
1573801956328,2019-11-15T15.12.36.328,0.040,0.043,0.913,-0.253
1573801956338,2019-11-15T15.12.36.338,0.050,0.043,0.914,-0.254
1573801956348,2019-11-15T15.12.36.348,0.060,0.046,0.914,-0.250
1573801956357,2019-11-15T15.12.36.357,0.069,0.043,0.914,-0.255
1573801956367,2019-11-15T15.12.36.367,0.079,0.042,0.916,-0.254
1573801956377,2019-11-15T15.12.36.377,0.089,0.041,0.913,-0.252
1573801956388,2019-11-15T15.12.36.388,0.100,0.040,0.917,-0.254
1573801956396,2019-11-15T15.12.36.396,0.108,0.040,0.917,-0.252
1573801956407,2019-11-15T15.12.36.407,0.119,0.040,0.916,-0.252
1573801956417,2019-11-15T15.12.36.417,0.129,0.042,0.915,-0.253
1573801956427,2019-11-15T15.12.36.427,0.139,0.043,0.917,-0.249
1573801956437,2019-11-15T15.12.36.437,0.149,0.046,0.918,-0.249
1573801956446,2019-11-15T15.12.36.446,0.158,0.046,0.917,-0.253
1573801956456,2019-11-15T15.12.36.456,0.168,0.041,0.917,-0.253
1573801956467,2019-11-15T15.12.36.467,0.179,0.045,0.915,-0.250
1573801956477,2019-11-15T15.12.36.477,0.189,0.044,0.915,-0.255
1573801956486,2019-11-15T15.12.36.486,0.198,0.040,0.913,-0.252
1573801956496,2019-11-15T15.12.36.496,0.208,0.045,0.914,-0.251
1573801956506,2019-11-15T15.12.36.506,0.218,0.045,0.916,-0.255
1573801956516,2019-11-15T15.12.36.516,0.228,0.044,0.916,-0.250
1573801956527,2019-11-15T15.12.36.527,0.239,0.042,0.917,-0.251
1573801956536,2019-11-15T15.12.36.536,0.248,0.046,0.915,-0.252
1573801956546,2019-11-15T15.12.36.546,0.258,0.042,0.914,-0.254
1573801956556,2019-11-15T15.12.36.556,0.268,0.040,0.915,-0.253
1573801956566,2019-11-15T15.12.36.566,0.278,0.046,0.916,-0.251
1573801956575,2019-11-15T15.12.36.575,0.287,0.049,0.918,-0.250
1573801956585,2019-11-15T15.12.36.585,0.297,0.038,0.915,-0.250
1573801956596,2019-11-15T15.12.36.596,0.308,0.043,0.915,-0.251
1573801956606,2019-11-15T15.12.36.606,0.318,0.046,0.916,-0.252
1573801956616,2019-11-15T15.12.36.616,0.328,0.044,0.917,-0.250
1573801956625,2019-11-15T15.12.36.625,0.337,0.045,0.917,-0.252
1573801956635,2019-11-15T15.12.36.635,0.347,0.042,0.915,-0.251
1573801956645,2019-11-15T15.12.36.645,0.357,0.040,0.914,-0.253
1573801956656,2019-11-15T15.12.36.656,0.368,0.044,0.914,-0.251
1573801956664,2019-11-15T15.12.36.664,0.376,0.043,0.917,-0.252
1573801956675,2019-11-15T15.12.36.675,0.387,0.043,0.916,-0.248
1573801956685,2019-11-15T15.12.36.685,0.397,0.041,0.917,-0.250
1573801956695,2019-11-15T15.12.36.695,0.407,0.046,0.917,-0.247
1573801956704,2019-11-15T15.12.36.704,0.416,0.045,0.914,-0.254
1573801956714,2019-11-15T15.12.36.714,0.426,0.040,0.912,-0.253
1573801956724,2019-11-15T15.12.36.724,0.436,0.042,0.914,-0.255
1573801956735,2019-11-15T15.12.36.735,0.447,0.043,0.919,-0.249
1573801956745,2019-11-15T15.12.36.745,0.457,0.044,0.918,-0.246
1573801956754,2019-11-15T15.12.36.754,0.466,0.040,0.918,-0.246
1573801956764,2019-11-15T15.12.36.764,0.476,0.045,0.913,-0.250
1573801956774,2019-11-15T15.12.36.774,0.486,0.048,0.915,-0.251
1573801956785,2019-11-15T15.12.36.785,0.497,0.042,0.914,-0.251
1573801956793,2019-11-15T15.12.36.793,0.505,0.044,0.915,-0.254
1573801956804,2019-11-15T15.12.36.804,0.516,0.045,0.916,-0.249
1573801956814,2019-11-15T15.12.36.814,0.526,0.042,0.915,-0.250
1573801956824,2019-11-15T15.12.36.824,0.536,0.043,0.918,-0.249
1573801956834,2019-11-15T15.12.36.834,0.546,0.045,0.919,-0.248
1573801956843,2019-11-15T15.12.36.843,0.555,0.044,0.919,-0.250
1573801956853,2019-11-15T15.12.36.853,0.565,0.044,0.915,-0.250
1573801956864,2019-11-15T15.12.36.864,0.576,0.042,0.914,-0.253
1573801956874,2019-11-15T15.12.36.874,0.586,0.039,0.914,-0.254
1573801956883,2019-11-15T15.12.36.883,0.595,0.039,0.916,-0.254
1573801956893,2019-11-15T15.12.36.893,0.605,0.042,0.917,-0.250
1573801956903,2019-11-15T15.12.36.903,0.615,0.047,0.917,-0.248
1573801956913,2019-11-15T15.12.36.913,0.625,0.046,0.916,-0.249
1573801956924,2019-11-15T15.12.36.924,0.636,0.044,0.918,-0.248
1573801956932,2019-11-15T15.12.36.932,0.644,0.043,0.917,-0.247
1573801956943,2019-11-15T15.12.36.943,0.655,0.045,0.917,-0.249
1573801956953,2019-11-15T15.12.36.953,0.665,0.042,0.913,-0.252
1573801956963,2019-11-15T15.12.36.963,0.675,0.038,0.913,-0.253
1573801956972,2019-11-15T15.12.36.972,0.684,0.042,0.916,-0.255
1573801956982,2019-11-15T15.12.36.982,0.694,0.041,0.914,-0.254
1573801956993,2019-11-15T15.12.36.993,0.705,0.044,0.915,-0.247
1573801957003,2019-11-15T15.12.37.003,0.715,0.051,0.918,-0.246
1573801957012,2019-11-15T15.12.37.012,0.724,0.048,0.918,-0.251
1573801957022,2019-11-15T15.12.37.022,0.734,0.043,0.917,-0.246
1573801957032,2019-11-15T15.12.37.032,0.744,0.043,0.914,-0.248
1573801957042,2019-11-15T15.12.37.042,0.754,0.044,0.915,-0.250
1573801957053,2019-11-15T15.12.37.053,0.765,0.044,0.918,-0.251
1573801957061,2019-11-15T15.12.37.061,0.773,0.044,0.916,-0.250
1573801957072,2019-11-15T15.12.37.072,0.784,0.042,0.917,-0.249
1573801957082,2019-11-15T15.12.37.082,0.794,0.043,0.917,-0.251
1573801957092,2019-11-15T15.12.37.092,0.804,0.042,0.917,-0.246
1573801957101,2019-11-15T15.12.37.101,0.813,0.045,0.917,-0.249
1573801957111,2019-11-15T15.12.37.111,0.823,0.047,0.914,-0.248
1573801957121,2019-11-15T15.12.37.121,0.833,0.049,0.916,-0.246
1573801957132,2019-11-15T15.12.37.132,0.844,0.047,0.918,-0.246
1573801957142,2019-11-15T15.12.37.142,0.854,0.045,0.917,-0.248
1573801957151,2019-11-15T15.12.37.151,0.863,0.046,0.917,-0.247
1573801957161,2019-11-15T15.12.37.161,0.873,0.042,0.916,-0.247
1573801957171,2019-11-15T15.12.37.171,0.883,0.044,0.914,-0.248
1573801957182,2019-11-15T15.12.37.182,0.894,0.048,0.915,-0.249
1573801957190,2019-11-15T15.12.37.190,0.902,0.042,0.913,-0.247
1573801957201,2019-11-15T15.12.37.201,0.913,0.043,0.917,-0.248
1573801957211,2019-11-15T15.12.37.211,0.923,0.043,0.918,-0.251
1573801957221,2019-11-15T15.12.37.221,0.933,0.043,0.918,-0.249
1573801957231,2019-11-15T15.12.37.231,0.943,0.046,0.914,-0.246
1573801957240,2019-11-15T15.12.37.240,0.952,0.042,0.913,-0.246
1573801957250,2019-11-15T15.12.37.250,0.962,0.041,0.913,-0.247
1573801957261,2019-11-15T15.12.37.261,0.973,0.046,0.916,-0.247
1573801957271,2019-11-15T15.12.37.271,0.983,0.043,0.914,-0.248
1573801957280,2019-11-15T15.12.37.280,0.992,0.041,0.913,-0.253
1573801957290,2019-11-15T15.12.37.290,1.002,0.043,0.915,-0.250
1573801957300,2019-11-15T15.12.37.300,1.012,0.048,0.916,-0.248
1573801957310,2019-11-15T15.12.37.310,1.022,0.047,0.915,-0.247
1573801957319,2019-11-15T15.12.37.319,1.031,0.047,0.917,-0.246
1573801957329,2019-11-15T15.12.37.329,1.041,0.046,0.915,-0.248
1573801957340,2019-11-15T15.12.37.340,1.052,0.046,0.917,-0.250
1573801957350,2019-11-15T15.12.37.350,1.062,0.044,0.917,-0.248
1573801957360,2019-11-15T15.12.37.360,1.072,0.046,0.917,-0.250
1573801957369,2019-11-15T15.12.37.369,1.081,0.043,0.914,-0.253
1573801957379,2019-11-15T15.12.37.379,1.091,0.042,0.918,-0.250
1573801957390,2019-11-15T15.12.37.390,1.102,0.044,0.914,-0.249
1573801957400,2019-11-15T15.12.37.400,1.112,0.045,0.912,-0.247
1573801957409,2019-11-15T15.12.37.409,1.121,0.045,0.913,-0.250
1573801957419,2019-11-15T15.12.37.419,1.131,0.045,0.913,-0.253
1573801957429,2019-11-15T15.12.37.429,1.141,0.043,0.913,-0.252
1573801957439,2019-11-15T15.12.37.439,1.151,0.042,0.913,-0.251
1573801957450,2019-11-15T15.12.37.450,1.162,0.042,0.914,-0.247
1573801957458,2019-11-15T15.12.37.458,1.170,0.044,0.915,-0.249
1573801957469,2019-11-15T15.12.37.469,1.181,0.046,0.916,-0.246
1573801957479,2019-11-15T15.12.37.479,1.191,0.046,0.916,-0.246
