epoc (ms),timestamp (+0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1573800734223,2019-11-15T14.52.14.223,0.000,0.058,-0.992,-0.000
1573800734234,2019-11-15T14.52.14.234,0.011,0.056,-1.000,-0.005
1573800734244,2019-11-15T14.52.14.244,0.021,0.057,-0.999,-0.004
1573800734254,2019-11-15T14.52.14.254,0.031,0.058,-1.001,-0.003
1573800734263,2019-11-15T14.52.14.263,0.040,0.054,-0.999,-0.001
1573800734273,2019-11-15T14.52.14.273,0.050,0.054,-1.000,0.000
1573800734283,2019-11-15T14.52.14.283,0.060,0.058,-1.000,0.004
1573800734292,2019-11-15T14.52.14.292,0.069,0.062,-1.000,-0.003
1573800734302,2019-11-15T14.52.14.302,0.079,0.061,-1.000,-0.006
1573800734313,2019-11-15T14.52.14.313,0.090,0.054,-0.999,-0.006
1573800734323,2019-11-15T14.52.14.323,0.100,0.049,-0.997,-0.007
1573800734332,2019-11-15T14.52.14.332,0.109,0.050,-0.994,-0.008
1573800734342,2019-11-15T14.52.14.342,0.119,0.051,-0.995,-0.000
1573800734352,2019-11-15T14.52.14.352,0.129,0.059,-0.995,0.001
1573800734361,2019-11-15T14.52.14.361,0.138,0.063,-1.001,-0.007
1573800734371,2019-11-15T14.52.14.371,0.148,0.061,-1.005,-0.003
1573800734381,2019-11-15T14.52.14.381,0.158,0.058,-1.001,0.007
1573800734392,2019-11-15T14.52.14.392,0.169,0.057,-0.998,0.002
1573800734401,2019-11-15T14.52.14.401,0.178,0.052,-1.000,0.001
1573800734411,2019-11-15T14.52.14.411,0.188,0.045,-1.000,-0.002
1573800734421,2019-11-15T14.52.14.421,0.198,0.046,-0.992,-0.008
1573800734430,2019-11-15T14.52.14.430,0.207,0.052,-0.998,-0.007
1573800734440,2019-11-15T14.52.14.440,0.217,0.054,-1.007,-0.005
1573800734450,2019-11-15T14.52.14.450,0.227,0.059,-1.005,-0.005
1573800734461,2019-11-15T14.52.14.461,0.238,0.060,-0.996,-0.006
1573800734469,2019-11-15T14.52.14.469,0.246,0.057,-0.995,0.001
1573800734480,2019-11-15T14.52.14.480,0.257,0.055,-0.995,0.008
1573800734490,2019-11-15T14.52.14.490,0.267,0.051,-0.997,0.009
1573800734499,2019-11-15T14.52.14.499,0.276,0.054,-0.997,0.004
1573800734509,2019-11-15T14.52.14.509,0.286,0.056,-0.997,-0.006
1573800734519,2019-11-15T14.52.14.519,0.296,0.054,-1.000,-0.003
1573800734529,2019-11-15T14.52.14.529,0.306,0.054,-1.003,-0.001
1573800734538,2019-11-15T14.52.14.538,0.315,0.051,-1.002,0.001
1573800734548,2019-11-15T14.52.14.548,0.325,0.045,-0.997,0.004
1573800734559,2019-11-15T14.52.14.559,0.336,0.046,-0.996,0.004
1573800734568,2019-11-15T14.52.14.568,0.345,0.050,-0.995,0.002
1573800734578,2019-11-15T14.52.14.578,0.355,0.056,-0.997,0.001
1573800734588,2019-11-15T14.52.14.588,0.365,0.056,-0.997,-0.002
1573800734598,2019-11-15T14.52.14.598,0.375,0.062,-0.999,0.000
1573800734607,2019-11-15T14.52.14.607,0.384,0.062,-0.998,0.001
1573800734617,2019-11-15T14.52.14.617,0.394,0.055,-1.000,0.003
1573800734628,2019-11-15T14.52.14.628,0.405,0.054,-1.002,0.001
1573800734636,2019-11-15T14.52.14.636,0.413,0.050,-0.998,-0.006
1573800734647,2019-11-15T14.52.14.647,0.424,0.052,-0.992,-0.004
1573800734657,2019-11-15T14.52.14.657,0.434,0.059,-0.994,-0.001
1573800734667,2019-11-15T14.52.14.667,0.444,0.063,-1.000,-0.005
1573800734676,2019-11-15T14.52.14.676,0.453,0.064,-1.002,0.003
1573800734686,2019-11-15T14.52.14.686,0.463,0.061,-0.998,0.005
1573800734696,2019-11-15T14.52.14.696,0.473,0.056,-0.999,0.005
1573800734705,2019-11-15T14.52.14.705,0.482,0.058,-0.998,0.006
1573800734715,2019-11-15T14.52.14.715,0.492,0.062,-0.998,0.003
1573800734726,2019-11-15T14.52.14.726,0.503,0.058,-0.999,-0.003
1573800734736,2019-11-15T14.52.14.736,0.513,0.051,-0.997,-0.003
1573800734745,2019-11-15T14.52.14.745,0.522,0.052,-0.997,-0.000
1573800734755,2019-11-15T14.52.14.755,0.532,0.053,-1.000,-0.001
1573800734765,2019-11-15T14.52.14.765,0.542,0.061,-1.001,-0.004
1573800734774,2019-11-15T14.52.14.774,0.551,0.059,-0.997,0.001
1573800734784,2019-11-15T14.52.14.784,0.561,0.051,-0.994,0.005
1573800734795,2019-11-15T14.52.14.795,0.572,0.045,-0.996,-0.000
1573800734805,2019-11-15T14.52.14.805,0.582,0.043,-1.000,0.000
1573800734814,2019-11-15T14.52.14.814,0.591,0.045,-1.000,0.002
1573800734824,2019-11-15T14.52.14.824,0.601,0.054,-1.000,0.004
1573800734834,2019-11-15T14.52.14.834,0.611,0.064,-0.999,0.000
1573800734843,2019-11-15T14.52.14.843,0.620,0.062,-0.999,-0.005
1573800734853,2019-11-15T14.52.14.853,0.630,0.061,-0.993,-0.003
1573800734863,2019-11-15T14.52.14.863,0.640,0.058,-0.996,-0.003
1573800734874,2019-11-15T14.52.14.874,0.651,0.055,-1.002,0.001
1573800734882,2019-11-15T14.52.14.882,0.659,0.055,-1.001,0.000
1573800734893,2019-11-15T14.52.14.893,0.670,0.059,-1.006,-0.004
1573800734903,2019-11-15T14.52.14.903,0.680,0.054,-0.997,-0.003
1573800734912,2019-11-15T14.52.14.912,0.689,0.051,-0.993,0.006
1573800734922,2019-11-15T14.52.14.922,0.699,0.057,-0.996,0.007
1573800734932,2019-11-15T14.52.14.932,0.709,0.057,-1.000,-0.001
1573800734943,2019-11-15T14.52.14.943,0.720,0.052,-0.998,-0.002
1573800734951,2019-11-15T14.52.14.951,0.728,0.047,-0.993,-0.002
1573800734962,2019-11-15T14.52.14.962,0.739,0.048,-0.999,-0.006
1573800734972,2019-11-15T14.52.14.972,0.749,0.045,-1.004,-0.004
1573800734981,2019-11-15T14.52.14.981,0.758,0.048,-1.000,-0.009
1573800734991,2019-11-15T14.52.14.991,0.768,0.052,-0.996,-0.010
1573800735001,2019-11-15T14.52.15.001,0.778,0.062,-1.000,0.002
1573800735011,2019-11-15T14.52.15.011,0.788,0.062,-1.004,0.001
