epoc (ms),timestamp (+0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1573800602503,2019-11-15T14.50.02.503,0.000,0.027,-1.027,-0.221
1573800602513,2019-11-15T14.50.02.513,0.010,0.027,-1.040,-0.218
1573800602524,2019-11-15T14.50.02.524,0.021,0.031,-1.035,-0.221
1573800602534,2019-11-15T14.50.02.534,0.031,0.030,-1.033,-0.223
1573800602544,2019-11-15T14.50.02.544,0.041,0.031,-1.033,-0.222
1573800602553,2019-11-15T14.50.02.553,0.050,0.031,-1.033,-0.226
1573800602563,2019-11-15T14.50.02.563,0.060,0.031,-1.034,-0.225
1573800602573,2019-11-15T14.50.02.573,0.070,0.028,-1.034,-0.220
1573800602584,2019-11-15T14.50.02.584,0.081,0.027,-1.037,-0.220
1573800602594,2019-11-15T14.50.02.594,0.091,0.029,-1.035,-0.222
1573800602603,2019-11-15T14.50.02.603,0.100,0.028,-1.035,-0.221
1573800602613,2019-11-15T14.50.02.613,0.110,0.028,-1.034,-0.224
1573800602623,2019-11-15T14.50.02.623,0.120,0.031,-1.029,-0.223
1573800602634,2019-11-15T14.50.02.634,0.131,0.029,-1.030,-0.226
1573800602642,2019-11-15T14.50.02.642,0.139,0.028,-1.035,-0.222
1573800602653,2019-11-15T14.50.02.653,0.150,0.027,-1.037,-0.217
1573800602663,2019-11-15T14.50.02.663,0.160,0.030,-1.038,-0.222
1573800602673,2019-11-15T14.50.02.673,0.170,0.030,-1.037,-0.223
1573800602683,2019-11-15T14.50.02.683,0.180,0.030,-1.032,-0.223
1573800602692,2019-11-15T14.50.02.692,0.189,0.030,-1.032,-0.226
1573800602702,2019-11-15T14.50.02.702,0.199,0.033,-1.032,-0.225
1573800602713,2019-11-15T14.50.02.713,0.210,0.030,-1.034,-0.223
1573800602723,2019-11-15T14.50.02.723,0.220,0.028,-1.035,-0.219
1573800602732,2019-11-15T14.50.02.732,0.229,0.033,-1.035,-0.219
1573800602742,2019-11-15T14.50.02.742,0.239,0.035,-1.038,-0.220
1573800602752,2019-11-15T14.50.02.752,0.249,0.029,-1.035,-0.221
1573800602762,2019-11-15T14.50.02.762,0.259,0.029,-1.035,-0.223
1573800602773,2019-11-15T14.50.02.773,0.270,0.027,-1.033,-0.226
1573800602781,2019-11-15T14.50.02.781,0.278,0.029,-1.032,-0.227
1573800602792,2019-11-15T14.50.02.792,0.289,0.031,-1.030,-0.225
1573800602802,2019-11-15T14.50.02.802,0.299,0.033,-1.033,-0.225
1573800602812,2019-11-15T14.50.02.812,0.309,0.034,-1.034,-0.224
1573800602821,2019-11-15T14.50.02.821,0.318,0.030,-1.038,-0.219
1573800602831,2019-11-15T14.50.02.831,0.328,0.029,-1.039,-0.220
1573800602842,2019-11-15T14.50.02.842,0.339,0.026,-1.036,-0.221
1573800602852,2019-11-15T14.50.02.852,0.349,0.031,-1.037,-0.224
1573800602862,2019-11-15T14.50.02.862,0.359,0.031,-1.030,-0.227
