epoc (ms),timestamp (+0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1573800602592,2019-11-15T14.50.02.592,0.000,0.004,0.926,-0.209
1573800602602,2019-11-15T14.50.02.602,0.010,0.006,0.932,-0.210
1573800602611,2019-11-15T14.50.02.611,0.019,0.007,0.928,-0.210
1573800602621,2019-11-15T14.50.02.621,0.029,0.008,0.924,-0.213
1573800602631,2019-11-15T14.50.02.631,0.039,0.011,0.927,-0.212
1573800602642,2019-11-15T14.50.02.642,0.050,0.011,0.929,-0.210
1573800602652,2019-11-15T14.50.02.652,0.060,0.009,0.930,-0.208
1573800602661,2019-11-15T14.50.02.661,0.069,0.009,0.932,-0.207
1573800602671,2019-11-15T14.50.02.671,0.079,0.008,0.933,-0.209
1573800602681,2019-11-15T14.50.02.681,0.089,0.005,0.929,-0.210
1573800602691,2019-11-15T14.50.02.691,0.099,0.007,0.926,-0.213
1573800602700,2019-11-15T14.50.02.700,0.108,0.003,0.926,-0.211
1573800602710,2019-11-15T14.50.02.710,0.118,0.007,0.926,-0.212
1573800602721,2019-11-15T14.50.02.721,0.129,0.012,0.928,-0.209
1573800602731,2019-11-15T14.50.02.731,0.139,0.010,0.934,-0.207
1573800602741,2019-11-15T14.50.02.741,0.149,0.008,0.932,-0.208
1573800602750,2019-11-15T14.50.02.750,0.158,0.007,0.931,-0.209
1573800602760,2019-11-15T14.50.02.760,0.168,0.005,0.928,-0.209
1573800602771,2019-11-15T14.50.02.771,0.179,0.009,0.926,-0.211
1573800602781,2019-11-15T14.50.02.781,0.189,0.008,0.928,-0.212
1573800602790,2019-11-15T14.50.02.790,0.198,0.007,0.926,-0.211
1573800602800,2019-11-15T14.50.02.800,0.208,0.006,0.926,-0.213
1573800602810,2019-11-15T14.50.02.810,0.218,0.006,0.928,-0.209
1573800602820,2019-11-15T14.50.02.820,0.228,0.008,0.932,-0.207
1573800602829,2019-11-15T14.50.02.829,0.237,0.010,0.932,-0.206
1573800602839,2019-11-15T14.50.02.839,0.247,0.007,0.932,-0.210
1573800602850,2019-11-15T14.50.02.850,0.258,0.009,0.930,-0.208
1573800602860,2019-11-15T14.50.02.860,0.268,0.009,0.927,-0.208
1573800602870,2019-11-15T14.50.02.870,0.278,0.008,0.926,-0.212
1573800602879,2019-11-15T14.50.02.879,0.287,0.003,0.927,-0.211
1573800602889,2019-11-15T14.50.02.889,0.297,0.007,0.928,-0.211
1573800602899,2019-11-15T14.50.02.899,0.307,0.009,0.932,-0.209
1573800602910,2019-11-15T14.50.02.910,0.318,0.009,0.932,-0.207
1573800602918,2019-11-15T14.50.02.918,0.326,0.009,0.934,-0.208
1573800602929,2019-11-15T14.50.02.929,0.337,0.010,0.930,-0.210
1573800602939,2019-11-15T14.50.02.939,0.347,0.006,0.929,-0.210
1573800602949,2019-11-15T14.50.02.949,0.357,0.007,0.928,-0.208
1573800602960,2019-11-15T14.50.02.960,0.368,0.010,0.929,-0.208
1573800602968,2019-11-15T14.50.02.968,0.376,0.007,0.932,-0.209
1573800602979,2019-11-15T14.50.02.979,0.387,0.004,0.929,-0.210
1573800602989,2019-11-15T14.50.02.989,0.397,0.008,0.926,-0.210
1573800602999,2019-11-15T14.50.02.999,0.407,0.005,0.926,-0.210
1573800603008,2019-11-15T14.50.03.008,0.416,0.007,0.929,-0.209
1573800603018,2019-11-15T14.50.03.018,0.426,0.009,0.928,-0.209
1573800603028,2019-11-15T14.50.03.028,0.436,0.007,0.927,-0.206
1573800603039,2019-11-15T14.50.03.039,0.447,0.007,0.930,-0.208
1573800603049,2019-11-15T14.50.03.049,0.457,0.008,0.929,-0.207
1573800603058,2019-11-15T14.50.03.058,0.466,0.005,0.929,-0.208
1573800603068,2019-11-15T14.50.03.068,0.476,0.009,0.926,-0.209
1573800603078,2019-11-15T14.50.03.078,0.486,0.009,0.929,-0.211
1573800603088,2019-11-15T14.50.03.088,0.496,0.006,0.928,-0.210
1573800603097,2019-11-15T14.50.03.097,0.505,0.006,0.928,-0.209
1573800603107,2019-11-15T14.50.03.107,0.515,0.007,0.929,-0.208
1573800603118,2019-11-15T14.50.03.118,0.526,0.006,0.930,-0.208
1573800603128,2019-11-15T14.50.03.128,0.536,0.010,0.930,-0.208
1573800603137,2019-11-15T14.50.03.137,0.545,0.006,0.931,-0.209
1573800603147,2019-11-15T14.50.03.147,0.555,0.007,0.928,-0.211
1573800603157,2019-11-15T14.50.03.157,0.565,0.005,0.925,-0.211
1573800603168,2019-11-15T14.50.03.168,0.576,0.006,0.927,-0.209
1573800603178,2019-11-15T14.50.03.178,0.586,0.009,0.929,-0.205
1573800603187,2019-11-15T14.50.03.187,0.595,0.011,0.929,-0.204
1573800603197,2019-11-15T14.50.03.197,0.605,0.008,0.930,-0.207
1573800603207,2019-11-15T14.50.03.207,0.615,0.009,0.933,-0.208
1573800603217,2019-11-15T14.50.03.217,0.625,0.010,0.931,-0.210
1573800603226,2019-11-15T14.50.03.226,0.634,0.006,0.929,-0.209
1573800603236,2019-11-15T14.50.03.236,0.644,0.007,0.928,-0.211
