epoc (ms),timestamp (+0800),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1573801170808,2019-11-15T14.59.30.808,0.000,1.402,1.890,-0.610
1573801170818,2019-11-15T14.59.30.818,0.010,1.768,1.707,-0.732
1573801170828,2019-11-15T14.59.30.828,0.020,1.646,1.402,-0.610
1573801170837,2019-11-15T14.59.30.837,0.029,1.768,1.463,-0.549
1573801170847,2019-11-15T14.59.30.847,0.039,1.768,1.341,-0.671
1573801170858,2019-11-15T14.59.30.858,0.050,1.402,0.976,-0.671
1573801170868,2019-11-15T14.59.30.868,0.060,1.098,0.427,-0.610
1573801170878,2019-11-15T14.59.30.878,0.070,0.671,0.000,-0.793
1573801170888,2019-11-15T14.59.30.888,0.080,0.488,-0.244,-1.159
1573801170899,2019-11-15T14.59.30.899,0.091,0.549,-0.366,-1.585
1573801170909,2019-11-15T14.59.30.909,0.101,0.732,-0.488,-1.890
1573801170919,2019-11-15T14.59.30.919,0.111,0.915,-0.427,-2.012
1573801170929,2019-11-15T14.59.30.929,0.121,0.915,-0.427,-2.012
1573801170940,2019-11-15T14.59.30.940,0.132,0.549,-0.549,-1.768
1573801170950,2019-11-15T14.59.30.950,0.142,0.000,-0.610,-1.524
1573801170960,2019-11-15T14.59.30.960,0.152,-0.671,-0.549,-1.159
1573801170969,2019-11-15T14.59.30.969,0.161,-1.524,-0.366,-0.793
1573801170979,2019-11-15T14.59.30.979,0.171,-1.951,-0.305,-0.427
1573801170990,2019-11-15T14.59.30.990,0.182,-2.012,-0.366,-0.366
1573801171000,2019-11-15T14.59.31.000,0.192,-1.768,0.000,-0.427
1573801171010,2019-11-15T14.59.31.010,0.202,-1.220,0.366,-0.427
1573801171020,2019-11-15T14.59.31.020,0.212,-0.549,0.427,-0.427
1573801171031,2019-11-15T14.59.31.031,0.223,0.000,0.244,-0.427
1573801171041,2019-11-15T14.59.31.041,0.233,0.305,0.183,-0.427
1573801171051,2019-11-15T14.59.31.051,0.243,0.427,0.244,-0.427
1573801171061,2019-11-15T14.59.31.061,0.253,0.488,0.183,-0.610
1573801171072,2019-11-15T14.59.31.072,0.264,0.427,0.061,-0.854
1573801171082,2019-11-15T14.59.31.082,0.274,0.488,0.000,-1.037
1573801171092,2019-11-15T14.59.31.092,0.284,0.427,-0.305,-1.159
1573801171101,2019-11-15T14.59.31.101,0.293,0.549,-0.549,-1.341
1573801171111,2019-11-15T14.59.31.111,0.303,0.549,-0.793,-1.402
1573801171121,2019-11-15T14.59.31.121,0.313,0.427,-0.854,-1.524
1573801171132,2019-11-15T14.59.31.132,0.324,0.549,-0.854,-1.707
1573801171142,2019-11-15T14.59.31.142,0.334,0.671,-0.610,-1.646
1573801171152,2019-11-15T14.59.31.152,0.344,0.976,-0.366,-1.463
1573801171162,2019-11-15T14.59.31.162,0.354,1.402,-0.427,-1.098
1573801171173,2019-11-15T14.59.31.173,0.365,1.829,-0.549,-0.732
1573801171183,2019-11-15T14.59.31.183,0.375,2.134,-0.610,-0.549
1573801171193,2019-11-15T14.59.31.193,0.385,2.256,-0.671,-0.366
1573801171203,2019-11-15T14.59.31.203,0.395,2.256,-0.610,-0.122
1573801171214,2019-11-15T14.59.31.214,0.406,1.768,-0.671,0.244
1573801171224,2019-11-15T14.59.31.224,0.416,1.280,-0.915,0.610
1573801171233,2019-11-15T14.59.31.233,0.425,0.732,-1.402,0.671
1573801171243,2019-11-15T14.59.31.243,0.435,0.244,-1.768,0.366
1573801171253,2019-11-15T14.59.31.253,0.445,-0.183,-1.768,-0.122
1573801171263,2019-11-15T14.59.31.263,0.455,-0.305,-1.463,-0.671
1573801171274,2019-11-15T14.59.31.274,0.466,-0.122,-1.463,-1.098
1573801171284,2019-11-15T14.59.31.284,0.476,0.122,-1.402,-1.463
1573801171294,2019-11-15T14.59.31.294,0.486,0.488,-1.707,-1.402
1573801171304,2019-11-15T14.59.31.304,0.496,0.915,-2.256,-1.341
1573801171315,2019-11-15T14.59.31.315,0.507,1.037,-2.317,-1.280
1573801171325,2019-11-15T14.59.31.325,0.517,0.854,-2.012,-1.402
1573801171335,2019-11-15T14.59.31.335,0.527,0.732,-1.646,-1.220
1573801171345,2019-11-15T14.59.31.345,0.537,0.732,-1.646,-0.854
1573801171356,2019-11-15T14.59.31.356,0.548,0.671,-1.646,-0.732
1573801171365,2019-11-15T14.59.31.365,0.557,0.671,-1.768,-0.732
1573801171375,2019-11-15T14.59.31.375,0.567,0.793,-1.829,-0.915
1573801171385,2019-11-15T14.59.31.385,0.577,1.159,-1.829,-1.220
1573801171395,2019-11-15T14.59.31.395,0.587,1.280,-1.707,-1.646
1573801171406,2019-11-15T14.59.31.406,0.598,1.341,-1.524,-2.134
1573801171416,2019-11-15T14.59.31.416,0.608,1.280,-1.159,-2.561
1573801171426,2019-11-15T14.59.31.426,0.618,1.098,-0.671,-2.866
1573801171436,2019-11-15T14.59.31.436,0.628,0.732,-0.183,-3.049
1573801171447,2019-11-15T14.59.31.447,0.639,0.427,0.000,-3.049
1573801171457,2019-11-15T14.59.31.457,0.649,0.183,0.305,-2.988
1573801171467,2019-11-15T14.59.31.467,0.659,-0.061,0.549,-2.744
1573801171477,2019-11-15T14.59.31.477,0.669,0.000,0.610,-2.317
1573801171486,2019-11-15T14.59.31.486,0.678,0.061,0.793,-2.012
1573801171496,2019-11-15T14.59.31.496,0.688,0.061,0.915,-1.585
1573801171507,2019-11-15T14.59.31.507,0.699,0.305,0.854,-1.220
1573801171517,2019-11-15T14.59.31.517,0.709,0.427,1.037,-0.976
1573801171527,2019-11-15T14.59.31.527,0.719,0.427,1.159,-0.732
1573801171537,2019-11-15T14.59.31.537,0.729,0.549,1.037,-0.305
1573801171548,2019-11-15T14.59.31.548,0.740,0.671,0.671,-0.183
1573801171558,2019-11-15T14.59.31.558,0.750,0.793,0.244,-0.061
1573801171568,2019-11-15T14.59.31.568,0.760,0.793,-0.122,-0.183
1573801171578,2019-11-15T14.59.31.578,0.770,1.098,-0.488,-0.549
1573801171589,2019-11-15T14.59.31.589,0.781,1.280,-0.610,-0.732
1573801171599,2019-11-15T14.59.31.599,0.791,1.280,-0.610,-1.159
1573801171609,2019-11-15T14.59.31.609,0.801,1.463,-0.671,-1.402
1573801171619,2019-11-15T14.59.31.619,0.811,1.768,-0.671,-1.402
1573801171628,2019-11-15T14.59.31.628,0.820,1.768,-0.610,-1.341
1573801171638,2019-11-15T14.59.31.638,0.830,1.768,-0.488,-1.159
1573801171649,2019-11-15T14.59.31.649,0.841,1.768,-0.427,-0.915
1573801171659,2019-11-15T14.59.31.659,0.851,1.951,-0.183,-0.732
1573801171669,2019-11-15T14.59.31.669,0.861,2.073,0.183,-0.610
1573801171679,2019-11-15T14.59.31.679,0.871,2.073,0.488,-0.427
1573801171690,2019-11-15T14.59.31.690,0.882,2.195,0.854,-0.244
1573801171700,2019-11-15T14.59.31.700,0.892,2.134,1.037,-0.122
1573801171710,2019-11-15T14.59.31.710,0.902,2.378,1.098,0.122
1573801171720,2019-11-15T14.59.31.720,0.912,2.073,1.098,0.427
1573801171731,2019-11-15T14.59.31.731,0.923,1.707,0.976,0.610
1573801171741,2019-11-15T14.59.31.741,0.933,1.646,0.793,0.671
1573801171751,2019-11-15T14.59.31.751,0.943,1.646,0.671,0.549
1573801171760,2019-11-15T14.59.31.760,0.952,1.768,0.549,0.366
1573801171770,2019-11-15T14.59.31.770,0.962,2.073,0.366,0.061
1573801171781,2019-11-15T14.59.31.781,0.973,2.439,0.244,-0.305
1573801171791,2019-11-15T14.59.31.791,0.983,2.805,0.244,-0.610
1573801171801,2019-11-15T14.59.31.801,0.993,2.927,0.183,-0.854
1573801171811,2019-11-15T14.59.31.811,1.003,2.866,0.244,-1.037
1573801171822,2019-11-15T14.59.31.822,1.014,2.988,0.244,-1.280
