epoc (ms),timestamp (+0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1573802435969,2019-11-15T15.20.35.969,0.000,0.180,0.965,-0.031
1573802435979,2019-11-15T15.20.35.979,0.010,0.190,0.980,-0.045
1573802435988,2019-11-15T15.20.35.988,0.019,0.195,0.979,-0.057
1573802435998,2019-11-15T15.20.35.998,0.029,0.195,0.972,-0.042
1573802436009,2019-11-15T15.20.36.009,0.040,0.184,0.972,-0.033
1573802436019,2019-11-15T15.20.36.019,0.050,0.182,0.974,-0.044
1573802436029,2019-11-15T15.20.36.029,0.060,0.185,0.981,-0.040
1573802436039,2019-11-15T15.20.36.039,0.070,0.184,0.983,-0.046
1573802436050,2019-11-15T15.20.36.050,0.081,0.184,0.978,-0.047
1573802436060,2019-11-15T15.20.36.060,0.091,0.178,0.973,-0.044
1573802436070,2019-11-15T15.20.36.070,0.101,0.174,0.971,-0.048
1573802436079,2019-11-15T15.20.36.079,0.110,0.179,0.981,-0.048
1573802436089,2019-11-15T15.20.36.089,0.120,0.193,0.987,-0.037
1573802436099,2019-11-15T15.20.36.099,0.130,0.198,0.980,-0.039
1573802436110,2019-11-15T15.20.36.110,0.141,0.200,0.971,-0.049
1573802436120,2019-11-15T15.20.36.120,0.151,0.205,0.969,-0.038
1573802436130,2019-11-15T15.20.36.130,0.161,0.207,0.975,-0.032
1573802436140,2019-11-15T15.20.36.140,0.171,0.199,0.975,-0.038
1573802436151,2019-11-15T15.20.36.151,0.182,0.189,0.975,-0.047
1573802436161,2019-11-15T15.20.36.161,0.192,0.184,0.979,-0.044
1573802436171,2019-11-15T15.20.36.171,0.202,0.179,0.982,-0.048
1573802436180,2019-11-15T15.20.36.180,0.211,0.182,0.974,-0.052
1573802436190,2019-11-15T15.20.36.190,0.221,0.178,0.974,-0.042
1573802436200,2019-11-15T15.20.36.200,0.231,0.181,0.979,-0.031
1573802436211,2019-11-15T15.20.36.211,0.242,0.188,0.979,-0.035
1573802436221,2019-11-15T15.20.36.221,0.252,0.192,0.978,-0.045
1573802436231,2019-11-15T15.20.36.231,0.262,0.202,0.980,-0.048
1573802436241,2019-11-15T15.20.36.241,0.272,0.201,0.975,-0.052
1573802436252,2019-11-15T15.20.36.252,0.283,0.191,0.973,-0.055
1573802436262,2019-11-15T15.20.36.262,0.293,0.182,0.973,-0.052
1573802436271,2019-11-15T15.20.36.271,0.302,0.185,0.977,-0.043
1573802436281,2019-11-15T15.20.36.281,0.312,0.193,0.983,-0.036
1573802436291,2019-11-15T15.20.36.291,0.322,0.195,0.979,-0.038
1573802436301,2019-11-15T15.20.36.301,0.332,0.189,0.972,-0.041
1573802436312,2019-11-15T15.20.36.312,0.343,0.182,0.966,-0.046
1573802436322,2019-11-15T15.20.36.322,0.353,0.182,0.975,-0.057
1573802436332,2019-11-15T15.20.36.332,0.363,0.190,0.980,-0.053
1573802436343,2019-11-15T15.20.36.343,0.374,0.193,0.978,-0.048
1573802436353,2019-11-15T15.20.36.353,0.384,0.187,0.971,-0.049
1573802436362,2019-11-15T15.20.36.362,0.393,0.180,0.971,-0.046
