epoc (ms),timestamp (+0800),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1573801648497,2019-11-15T15.07.28.497,0.000,0.305,-0.183,-1.220
1573801648508,2019-11-15T15.07.28.508,0.011,0.061,0.305,-0.854
1573801648518,2019-11-15T15.07.28.518,0.021,0.976,2.866,-1.280
1573801648528,2019-11-15T15.07.28.528,0.031,1.829,4.878,-1.098
1573801648538,2019-11-15T15.07.28.538,0.041,1.951,4.756,-0.427
1573801648549,2019-11-15T15.07.28.549,0.052,1.707,2.988,0.305
1573801648559,2019-11-15T15.07.28.559,0.062,1.159,0.061,0.915
1573801648569,2019-11-15T15.07.28.569,0.072,0.366,-2.317,1.220
1573801648579,2019-11-15T15.07.28.579,0.082,0.244,-2.378,1.280
1573801648588,2019-11-15T15.07.28.588,0.091,0.427,0.061,0.976
1573801648598,2019-11-15T15.07.28.598,0.101,0.732,3.537,0.549
1573801648609,2019-11-15T15.07.28.609,0.112,0.976,5.610,0.000
1573801648619,2019-11-15T15.07.28.619,0.122,1.037,5.610,-0.427
1573801648629,2019-11-15T15.07.28.629,0.132,0.854,4.024,-0.854
1573801648640,2019-11-15T15.07.28.640,0.143,0.427,1.402,-1.037
1573801648650,2019-11-15T15.07.28.650,0.153,-0.183,-1.463,-1.037
1573801648660,2019-11-15T15.07.28.660,0.163,-0.488,-3.415,-0.915
1573801648670,2019-11-15T15.07.28.670,0.173,-0.915,-4.085,-0.610
1573801648681,2019-11-15T15.07.28.681,0.184,-1.098,-3.598,-0.549
1573801648691,2019-11-15T15.07.28.691,0.194,-0.793,-2.012,-0.610
1573801648701,2019-11-15T15.07.28.701,0.204,-0.610,-0.915,-0.854
1573801648711,2019-11-15T15.07.28.711,0.214,-0.244,0.183,-1.037
1573801648722,2019-11-15T15.07.28.722,0.225,0.305,1.402,-0.793
1573801648732,2019-11-15T15.07.28.732,0.235,0.610,1.646,-0.305
1573801648742,2019-11-15T15.07.28.742,0.245,0.732,1.098,0.305
1573801648752,2019-11-15T15.07.28.752,0.255,0.610,0.488,1.159
1573801648761,2019-11-15T15.07.28.761,0.264,0.610,-0.183,1.829
1573801648771,2019-11-15T15.07.28.771,0.274,0.488,-0.793,2.012
1573801648782,2019-11-15T15.07.28.782,0.285,0.671,-0.854,1.463
1573801648792,2019-11-15T15.07.28.792,0.295,1.098,-0.488,0.671
1573801648802,2019-11-15T15.07.28.802,0.305,1.524,0.183,-0.427
1573801648812,2019-11-15T15.07.28.812,0.315,1.890,1.829,-0.976
1573801648823,2019-11-15T15.07.28.823,0.326,2.317,2.988,-1.220
1573801648833,2019-11-15T15.07.28.833,0.336,2.256,3.171,-0.854
1573801648843,2019-11-15T15.07.28.843,0.346,2.073,2.866,0.122
1573801648853,2019-11-15T15.07.28.853,0.356,1.646,2.439,0.976
1573801648864,2019-11-15T15.07.28.864,0.367,0.854,1.463,1.707
1573801648874,2019-11-15T15.07.28.874,0.377,0.427,0.305,1.951
1573801648884,2019-11-15T15.07.28.884,0.387,0.244,-0.549,1.585
1573801648894,2019-11-15T15.07.28.894,0.397,0.366,-0.671,0.915
1573801648905,2019-11-15T15.07.28.905,0.408,0.549,-0.061,0.366
1573801648915,2019-11-15T15.07.28.915,0.418,0.793,0.671,0.122
1573801648925,2019-11-15T15.07.28.925,0.428,1.220,2.195,0.183
1573801648935,2019-11-15T15.07.28.935,0.438,1.220,3.415,0.732
1573801648944,2019-11-15T15.07.28.944,0.447,0.915,3.841,1.402
1573801648954,2019-11-15T15.07.28.954,0.457,0.427,3.171,1.951
1573801648965,2019-11-15T15.07.28.965,0.468,-0.305,1.646,2.744
1573801648975,2019-11-15T15.07.28.975,0.478,-1.098,-0.488,3.293
1573801648985,2019-11-15T15.07.28.985,0.488,-1.524,-1.890,3.293
1573801648995,2019-11-15T15.07.28.995,0.498,-1.585,-1.890,2.744
1573801649006,2019-11-15T15.07.29.006,0.509,-1.220,-0.549,1.707
1573801649016,2019-11-15T15.07.29.016,0.519,-0.366,1.768,0.732
1573801649026,2019-11-15T15.07.29.026,0.529,0.488,3.902,-0.549
1573801649036,2019-11-15T15.07.29.036,0.539,1.037,5.000,-1.341
1573801649047,2019-11-15T15.07.29.047,0.550,1.341,4.817,-1.524
1573801649057,2019-11-15T15.07.29.057,0.560,1.098,3.780,-1.341
1573801649067,2019-11-15T15.07.29.067,0.570,0.549,2.866,-0.549
1573801649077,2019-11-15T15.07.29.077,0.580,0.000,2.256,0.915
1573801649088,2019-11-15T15.07.29.088,0.591,-0.732,1.524,2.195
1573801649098,2019-11-15T15.07.29.098,0.601,-1.341,0.915,2.744
1573801649108,2019-11-15T15.07.29.108,0.611,-1.768,0.366,3.049
1573801649117,2019-11-15T15.07.29.117,0.620,-2.195,-0.427,2.683
1573801649127,2019-11-15T15.07.29.127,0.630,-2.012,-0.549,1.951
1573801649138,2019-11-15T15.07.29.138,0.641,-1.585,0.732,1.402
1573801649148,2019-11-15T15.07.29.148,0.651,-1.280,2.073,0.793
1573801649158,2019-11-15T15.07.29.158,0.661,-1.280,2.622,0.305
1573801649168,2019-11-15T15.07.29.168,0.671,-1.463,2.561,0.244
1573801649179,2019-11-15T15.07.29.179,0.682,-1.707,2.012,0.610
1573801649189,2019-11-15T15.07.29.189,0.692,-1.890,1.341,1.037
1573801649199,2019-11-15T15.07.29.199,0.702,-2.195,0.183,1.341
1573801649209,2019-11-15T15.07.29.209,0.712,-2.561,-1.341,1.098
1573801649220,2019-11-15T15.07.29.220,0.723,-2.439,-2.195,0.610
1573801649230,2019-11-15T15.07.29.230,0.733,-1.951,-2.622,0.122
1573801649240,2019-11-15T15.07.29.240,0.743,-1.585,-2.195,-0.427
1573801649250,2019-11-15T15.07.29.250,0.753,-1.037,-0.610,-0.671
1573801649261,2019-11-15T15.07.29.261,0.764,-0.488,0.366,-0.488
1573801649271,2019-11-15T15.07.29.271,0.774,-0.366,0.610,-0.183
1573801649281,2019-11-15T15.07.29.281,0.784,-0.305,1.098,0.854
1573801649291,2019-11-15T15.07.29.291,0.794,-0.549,1.098,1.768
1573801649300,2019-11-15T15.07.29.300,0.803,-0.793,0.610,2.683
1573801649310,2019-11-15T15.07.29.310,0.813,-0.793,0.854,3.354
1573801649321,2019-11-15T15.07.29.321,0.824,-0.610,1.890,3.780
1573801649331,2019-11-15T15.07.29.331,0.834,-0.366,2.683,3.232
1573801649341,2019-11-15T15.07.29.341,0.844,0.000,3.354,2.073
1573801649351,2019-11-15T15.07.29.351,0.854,0.366,3.354,0.854
1573801649362,2019-11-15T15.07.29.362,0.865,0.671,2.378,0.000
1573801649372,2019-11-15T15.07.29.372,0.875,0.915,1.463,-0.366
1573801649382,2019-11-15T15.07.29.382,0.885,0.854,0.854,-0.061
1573801649392,2019-11-15T15.07.29.392,0.895,0.549,0.366,0.793
1573801649403,2019-11-15T15.07.29.403,0.906,0.000,0.549,1.707
1573801649413,2019-11-15T15.07.29.413,0.916,-0.183,1.220,2.622
1573801649423,2019-11-15T15.07.29.423,0.926,-0.305,1.890,2.805
1573801649433,2019-11-15T15.07.29.433,0.936,-0.244,2.012,2.378
1573801649444,2019-11-15T15.07.29.444,0.947,0.122,1.463,1.037
1573801649454,2019-11-15T15.07.29.454,0.957,0.427,0.671,-0.244
1573801649464,2019-11-15T15.07.29.464,0.967,0.671,-0.549,-1.159
1573801649473,2019-11-15T15.07.29.473,0.976,0.549,-1.159,-1.646
1573801649483,2019-11-15T15.07.29.483,0.986,0.549,-0.732,-1.585
1573801649494,2019-11-15T15.07.29.494,0.997,0.183,-0.122,-1.220
1573801649504,2019-11-15T15.07.29.504,1.007,-0.183,0.549,-0.549
1573801649514,2019-11-15T15.07.29.514,1.017,-0.305,1.707,0.244
1573801649524,2019-11-15T15.07.29.524,1.027,-0.549,2.805,0.854
1573801649535,2019-11-15T15.07.29.535,1.038,-0.915,2.683,1.463
1573801649545,2019-11-15T15.07.29.545,1.048,-1.280,1.585,1.890
1573801649555,2019-11-15T15.07.29.555,1.058,-1.707,-0.427,1.951
1573801649565,2019-11-15T15.07.29.565,1.068,-2.073,-2.256,1.585
1573801649576,2019-11-15T15.07.29.576,1.079,-2.073,-2.195,1.159
1573801649586,2019-11-15T15.07.29.586,1.089,-1.829,-0.366,0.854
1573801649596,2019-11-15T15.07.29.596,1.099,-1.585,2.134,0.305
1573801649606,2019-11-15T15.07.29.606,1.109,-1.524,3.841,-0.061
1573801649617,2019-11-15T15.07.29.617,1.120,-1.585,4.207,-0.366
1573801649627,2019-11-15T15.07.29.627,1.130,-1.890,3.598,-0.488
1573801649637,2019-11-15T15.07.29.637,1.140,-2.317,1.829,-0.610
1573801649646,2019-11-15T15.07.29.646,1.149,-2.500,-0.549,-0.915
1573801649656,2019-11-15T15.07.29.656,1.159,-2.256,-1.829,-1.890
1573801649666,2019-11-15T15.07.29.666,1.169,-1.524,-1.220,-3.110
1573801649677,2019-11-15T15.07.29.677,1.180,-0.976,0.000,-4.146
