epoc (ms),timestamp (+0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1573804975978,2019-11-15T16.02.55.978,0.000,0.400,0.857,-0.164
1573804975987,2019-11-15T16.02.55.987,0.009,0.406,0.864,-0.165
1573804975997,2019-11-15T16.02.55.997,0.019,0.404,0.863,-0.168
1573804976007,2019-11-15T16.02.56.007,0.029,0.404,0.862,-0.167
1573804976017,2019-11-15T16.02.56.017,0.039,0.400,0.863,-0.167
1573804976028,2019-11-15T16.02.56.028,0.050,0.397,0.862,-0.170
1573804976038,2019-11-15T16.02.56.038,0.060,0.406,0.860,-0.163
1573804976048,2019-11-15T16.02.56.048,0.070,0.404,0.864,-0.165
1573804976058,2019-11-15T16.02.56.058,0.080,0.403,0.861,-0.169
1573804976069,2019-11-15T16.02.56.069,0.091,0.402,0.858,-0.168
1573804976079,2019-11-15T16.02.56.079,0.101,0.400,0.861,-0.168
1573804976089,2019-11-15T16.02.56.089,0.111,0.397,0.863,-0.167
1573804976099,2019-11-15T16.02.56.099,0.121,0.399,0.866,-0.166
1573804976108,2019-11-15T16.02.56.108,0.130,0.401,0.867,-0.164
1573804976119,2019-11-15T16.02.56.119,0.141,0.398,0.864,-0.166
1573804976129,2019-11-15T16.02.56.129,0.151,0.398,0.860,-0.169
1573804976139,2019-11-15T16.02.56.139,0.161,0.402,0.862,-0.169
1573804976149,2019-11-15T16.02.56.149,0.171,0.404,0.862,-0.170
1573804976160,2019-11-15T16.02.56.160,0.182,0.405,0.860,-0.166
1573804976170,2019-11-15T16.02.56.170,0.192,0.406,0.865,-0.165
1573804976180,2019-11-15T16.02.56.180,0.202,0.400,0.864,-0.166
1573804976190,2019-11-15T16.02.56.190,0.212,0.397,0.861,-0.170
1573804976201,2019-11-15T16.02.56.201,0.223,0.393,0.861,-0.170
1573804976209,2019-11-15T16.02.56.209,0.231,0.403,0.860,-0.167
1573804976220,2019-11-15T16.02.56.220,0.242,0.404,0.863,-0.167
1573804976230,2019-11-15T16.02.56.230,0.252,0.400,0.863,-0.167
1573804976240,2019-11-15T16.02.56.240,0.262,0.407,0.863,-0.167
1573804976250,2019-11-15T16.02.56.250,0.272,0.409,0.862,-0.166
1573804976261,2019-11-15T16.02.56.261,0.283,0.401,0.861,-0.171
1573804976271,2019-11-15T16.02.56.271,0.293,0.401,0.859,-0.170
1573804976281,2019-11-15T16.02.56.281,0.303,0.402,0.862,-0.167
1573804976291,2019-11-15T16.02.56.291,0.313,0.398,0.862,-0.165
1573804976302,2019-11-15T16.02.56.302,0.324,0.400,0.864,-0.167
1573804976312,2019-11-15T16.02.56.312,0.334,0.401,0.865,-0.168
1573804976322,2019-11-15T16.02.56.322,0.344,0.396,0.862,-0.169
1573804976331,2019-11-15T16.02.56.331,0.353,0.397,0.862,-0.171
1573804976341,2019-11-15T16.02.56.341,0.363,0.403,0.862,-0.169
1573804976351,2019-11-15T16.02.56.351,0.373,0.397,0.865,-0.169
1573804976362,2019-11-15T16.02.56.362,0.384,0.400,0.862,-0.169
1573804976372,2019-11-15T16.02.56.372,0.394,0.411,0.861,-0.165
1573804976382,2019-11-15T16.02.56.382,0.404,0.407,0.858,-0.167
