epoc (ms),timestamp (+0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1573804977164,2019-11-15T16.02.57.164,0.000,0.061,-1.039,-0.146
1573804977174,2019-11-15T16.02.57.174,0.010,0.063,-1.051,-0.149
1573804977185,2019-11-15T16.02.57.185,0.021,0.061,-1.045,-0.150
1573804977193,2019-11-15T16.02.57.193,0.029,0.062,-1.046,-0.148
1573804977204,2019-11-15T16.02.57.204,0.040,0.058,-1.047,-0.145
1573804977214,2019-11-15T16.02.57.214,0.050,0.061,-1.048,-0.148
1573804977224,2019-11-15T16.02.57.224,0.060,0.064,-1.047,-0.150
1573804977234,2019-11-15T16.02.57.234,0.070,0.061,-1.045,-0.149
1573804977243,2019-11-15T16.02.57.243,0.079,0.058,-1.045,-0.150
1573804977253,2019-11-15T16.02.57.253,0.089,0.061,-1.046,-0.149
1573804977264,2019-11-15T16.02.57.264,0.100,0.062,-1.047,-0.150
1573804977274,2019-11-15T16.02.57.274,0.110,0.061,-1.046,-0.148
1573804977284,2019-11-15T16.02.57.284,0.120,0.056,-1.048,-0.151
1573804977293,2019-11-15T16.02.57.293,0.129,0.059,-1.047,-0.153
1573804977303,2019-11-15T16.02.57.303,0.139,0.062,-1.047,-0.151
1573804977314,2019-11-15T16.02.57.314,0.150,0.059,-1.046,-0.151
1573804977324,2019-11-15T16.02.57.324,0.160,0.061,-1.046,-0.152
1573804977333,2019-11-15T16.02.57.333,0.169,0.058,-1.047,-0.149
1573804977343,2019-11-15T16.02.57.343,0.179,0.062,-1.049,-0.147
1573804977353,2019-11-15T16.02.57.353,0.189,0.064,-1.049,-0.147
1573804977363,2019-11-15T16.02.57.363,0.199,0.061,-1.046,-0.148
1573804977374,2019-11-15T16.02.57.374,0.210,0.059,-1.048,-0.151
1573804977382,2019-11-15T16.02.57.382,0.218,0.060,-1.047,-0.150
1573804977393,2019-11-15T16.02.57.393,0.229,0.062,-1.043,-0.147
1573804977403,2019-11-15T16.02.57.403,0.239,0.058,-1.043,-0.147
1573804977413,2019-11-15T16.02.57.413,0.249,0.061,-1.047,-0.148
1573804977422,2019-11-15T16.02.57.422,0.258,0.061,-1.049,-0.149
1573804977432,2019-11-15T16.02.57.432,0.268,0.058,-1.048,-0.150
1573804977442,2019-11-15T16.02.57.442,0.278,0.062,-1.047,-0.149
1573804977453,2019-11-15T16.02.57.453,0.289,0.057,-1.045,-0.150
1573804977463,2019-11-15T16.02.57.463,0.299,0.058,-1.047,-0.150
1573804977472,2019-11-15T16.02.57.472,0.308,0.064,-1.048,-0.150
1573804977482,2019-11-15T16.02.57.482,0.318,0.061,-1.046,-0.147
1573804977492,2019-11-15T16.02.57.492,0.328,0.061,-1.045,-0.150
1573804977503,2019-11-15T16.02.57.503,0.339,0.065,-1.043,-0.153
1573804977513,2019-11-15T16.02.57.513,0.349,0.061,-1.046,-0.153
1573804977522,2019-11-15T16.02.57.522,0.358,0.059,-1.045,-0.152
1573804977532,2019-11-15T16.02.57.532,0.368,0.058,-1.044,-0.153
1573804977542,2019-11-15T16.02.57.542,0.378,0.057,-1.047,-0.153
1573804977552,2019-11-15T16.02.57.552,0.388,0.062,-1.050,-0.153
1573804977561,2019-11-15T16.02.57.561,0.397,0.063,-1.045,-0.151
1573804977571,2019-11-15T16.02.57.571,0.407,0.062,-1.045,-0.146
1573804977582,2019-11-15T16.02.57.582,0.418,0.061,-1.048,-0.149
1573804977592,2019-11-15T16.02.57.592,0.428,0.058,-1.045,-0.150
1573804977602,2019-11-15T16.02.57.602,0.438,0.057,-1.047,-0.149
1573804977611,2019-11-15T16.02.57.611,0.447,0.058,-1.049,-0.151
1573804977621,2019-11-15T16.02.57.621,0.457,0.061,-1.050,-0.148
1573804977631,2019-11-15T16.02.57.631,0.467,0.062,-1.051,-0.148
1573804977642,2019-11-15T16.02.57.642,0.478,0.059,-1.045,-0.154
1573804977650,2019-11-15T16.02.57.650,0.486,0.063,-1.045,-0.153
1573804977661,2019-11-15T16.02.57.661,0.497,0.064,-1.047,-0.155
1573804977671,2019-11-15T16.02.57.671,0.507,0.053,-1.042,-0.159
1573804977681,2019-11-15T16.02.57.681,0.517,0.059,-1.042,-0.154
1573804977691,2019-11-15T16.02.57.691,0.527,0.062,-1.040,-0.154
1573804977700,2019-11-15T16.02.57.700,0.536,0.061,-1.046,-0.153
1573804977711,2019-11-15T16.02.57.711,0.547,0.065,-1.048,-0.152
1573804977721,2019-11-15T16.02.57.721,0.557,0.064,-1.046,-0.150
1573804977731,2019-11-15T16.02.57.731,0.567,0.058,-1.046,-0.148
1573804977741,2019-11-15T16.02.57.741,0.577,0.062,-1.049,-0.151
1573804977750,2019-11-15T16.02.57.750,0.586,0.057,-1.046,-0.153
1573804977760,2019-11-15T16.02.57.760,0.596,0.060,-1.047,-0.153
1573804977771,2019-11-15T16.02.57.771,0.607,0.060,-1.045,-0.154
1573804977781,2019-11-15T16.02.57.781,0.617,0.060,-1.045,-0.155
1573804977790,2019-11-15T16.02.57.790,0.626,0.061,-1.047,-0.152
1573804977800,2019-11-15T16.02.57.800,0.636,0.061,-1.045,-0.152
1573804977810,2019-11-15T16.02.57.810,0.646,0.060,-1.046,-0.151
1573804977820,2019-11-15T16.02.57.820,0.656,0.062,-1.045,-0.149
1573804977831,2019-11-15T16.02.57.831,0.667,0.060,-1.045,-0.151
1573804977839,2019-11-15T16.02.57.839,0.675,0.059,-1.046,-0.152
1573804977850,2019-11-15T16.02.57.850,0.686,0.059,-1.048,-0.151
1573804977860,2019-11-15T16.02.57.860,0.696,0.059,-1.043,-0.152
1573804977870,2019-11-15T16.02.57.870,0.706,0.061,-1.045,-0.155
1573804977879,2019-11-15T16.02.57.879,0.715,0.060,-1.048,-0.154
1573804977889,2019-11-15T16.02.57.889,0.725,0.058,-1.048,-0.151
1573804977899,2019-11-15T16.02.57.899,0.735,0.062,-1.048,-0.152
1573804977910,2019-11-15T16.02.57.910,0.746,0.063,-1.048,-0.153
1573804977920,2019-11-15T16.02.57.920,0.756,0.060,-1.048,-0.148
1573804977929,2019-11-15T16.02.57.929,0.765,0.061,-1.046,-0.150
1573804977939,2019-11-15T16.02.57.939,0.775,0.063,-1.046,-0.155
1573804977949,2019-11-15T16.02.57.949,0.785,0.059,-1.044,-0.152
1573804977960,2019-11-15T16.02.57.960,0.796,0.056,-1.046,-0.153
1573804977970,2019-11-15T16.02.57.970,0.806,0.058,-1.048,-0.150
1573804977979,2019-11-15T16.02.57.979,0.815,0.059,-1.045,-0.152
1573804977989,2019-11-15T16.02.57.989,0.825,0.058,-1.045,-0.154
1573804977999,2019-11-15T16.02.57.999,0.835,0.063,-1.047,-0.150
1573804978009,2019-11-15T16.02.58.009,0.845,0.061,-1.045,-0.147
1573804978018,2019-11-15T16.02.58.018,0.854,0.063,-1.044,-0.148
1573804978028,2019-11-15T16.02.58.028,0.864,0.064,-1.046,-0.152
1573804978039,2019-11-15T16.02.58.039,0.875,0.060,-1.046,-0.153
1573804978049,2019-11-15T16.02.58.049,0.885,0.057,-1.048,-0.154
1573804978059,2019-11-15T16.02.58.059,0.895,0.056,-1.044,-0.156
1573804978068,2019-11-15T16.02.58.068,0.904,0.061,-1.044,-0.154
1573804978078,2019-11-15T16.02.58.078,0.914,0.061,-1.045,-0.152
1573804978088,2019-11-15T16.02.58.088,0.924,0.060,-1.045,-0.152
1573804978099,2019-11-15T16.02.58.099,0.935,0.062,-1.044,-0.150
1573804978107,2019-11-15T16.02.58.107,0.943,0.060,-1.048,-0.152
1573804978118,2019-11-15T16.02.58.118,0.954,0.058,-1.048,-0.151
1573804978128,2019-11-15T16.02.58.128,0.964,0.062,-1.047,-0.153
1573804978138,2019-11-15T16.02.58.138,0.974,0.062,-1.046,-0.153
1573804978148,2019-11-15T16.02.58.148,0.984,0.065,-1.046,-0.157
1573804978157,2019-11-15T16.02.58.157,0.993,0.061,-1.046,-0.154
1573804978168,2019-11-15T16.02.58.168,1.004,0.061,-1.046,-0.148
1573804978178,2019-11-15T16.02.58.178,1.014,0.063,-1.045,-0.150
1573804978188,2019-11-15T16.02.58.188,1.024,0.062,-1.045,-0.154
1573804978198,2019-11-15T16.02.58.198,1.034,0.062,-1.046,-0.155
1573804978207,2019-11-15T16.02.58.207,1.043,0.062,-1.046,-0.153
1573804978217,2019-11-15T16.02.58.217,1.053,0.063,-1.047,-0.151
1573804978228,2019-11-15T16.02.58.228,1.064,0.061,-1.044,-0.153
1573804978238,2019-11-15T16.02.58.238,1.074,0.061,-1.045,-0.156
1573804978247,2019-11-15T16.02.58.247,1.083,0.061,-1.045,-0.154
1573804978257,2019-11-15T16.02.58.257,1.093,0.061,-1.048,-0.151
1573804978267,2019-11-15T16.02.58.267,1.103,0.055,-1.045,-0.150
1573804978277,2019-11-15T16.02.58.277,1.113,0.063,-1.046,-0.153
1573804978288,2019-11-15T16.02.58.288,1.124,0.065,-1.045,-0.152
1573804978296,2019-11-15T16.02.58.296,1.132,0.064,-1.042,-0.154
1573804978307,2019-11-15T16.02.58.307,1.143,0.063,-1.042,-0.154
1573804978317,2019-11-15T16.02.58.317,1.153,0.062,-1.045,-0.154
1573804978327,2019-11-15T16.02.58.327,1.163,0.062,-1.046,-0.153
1573804978336,2019-11-15T16.02.58.336,1.172,0.061,-1.045,-0.152
1573804978346,2019-11-15T16.02.58.346,1.182,0.061,-1.044,-0.155
1573804978357,2019-11-15T16.02.58.357,1.193,0.053,-1.049,-0.154
1573804978367,2019-11-15T16.02.58.367,1.203,0.058,-1.049,-0.152
1573804978377,2019-11-15T16.02.58.377,1.213,0.061,-1.048,-0.152
1573804978386,2019-11-15T16.02.58.386,1.222,0.062,-1.045,-0.151
1573804978396,2019-11-15T16.02.58.396,1.232,0.062,-1.045,-0.151
1573804978406,2019-11-15T16.02.58.406,1.242,0.064,-1.045,-0.154
