epoc (ms),timestamp (+0800),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1573804978376,2019-11-15T16.02.58.376,0.000,0.610,-0.305,0.000
1573804978387,2019-11-15T16.02.58.387,0.011,0.854,-0.610,0.305
1573804978397,2019-11-15T16.02.58.397,0.021,1.098,-1.341,0.366
1573804978407,2019-11-15T16.02.58.407,0.031,1.463,-1.585,-0.366
1573804978418,2019-11-15T16.02.58.418,0.042,0.854,-2.073,-0.793
1573804978428,2019-11-15T16.02.58.428,0.052,-1.159,-0.427,-0.305
1573804978437,2019-11-15T16.02.58.437,0.061,-0.122,2.683,0.122
1573804978447,2019-11-15T16.02.58.447,0.071,1.402,2.805,0.183
1573804978457,2019-11-15T16.02.58.457,0.081,1.585,1.159,0.366
1573804978467,2019-11-15T16.02.58.467,0.091,0.366,-0.915,0.610
1573804978478,2019-11-15T16.02.58.478,0.102,-0.549,-1.463,1.037
1573804978488,2019-11-15T16.02.58.488,0.112,-1.341,-0.488,1.280
1573804978498,2019-11-15T16.02.58.498,0.122,-0.488,-0.549,1.341
1573804978508,2019-11-15T16.02.58.508,0.132,0.427,-1.159,0.976
1573804978519,2019-11-15T16.02.58.519,0.143,0.610,0.976,0.549
1573804978527,2019-11-15T16.02.58.527,0.151,0.976,1.402,0.305
1573804978538,2019-11-15T16.02.58.538,0.162,0.305,-1.524,0.366
1573804978548,2019-11-15T16.02.58.548,0.172,-0.976,-2.622,0.610
1573804978558,2019-11-15T16.02.58.558,0.182,-1.341,-0.122,1.098
1573804978568,2019-11-15T16.02.58.568,0.192,0.244,1.463,1.159
1573804978579,2019-11-15T16.02.58.579,0.203,0.854,2.866,1.768
1573804978589,2019-11-15T16.02.58.589,0.213,0.122,3.354,2.927
1573804978599,2019-11-15T16.02.58.599,0.223,-0.976,2.317,3.232
1573804978608,2019-11-15T16.02.58.608,0.232,-1.951,2.683,2.134
1573804978618,2019-11-15T16.02.58.618,0.242,-1.280,3.780,0.671
1573804978628,2019-11-15T16.02.58.628,0.252,-1.098,3.720,0.122
1573804978639,2019-11-15T16.02.58.639,0.263,-1.037,3.720,0.854
1573804978649,2019-11-15T16.02.58.649,0.273,0.854,2.866,1.402
1573804978659,2019-11-15T16.02.58.659,0.283,1.890,-0.427,1.159
1573804978669,2019-11-15T16.02.58.669,0.293,1.280,-3.415,0.915
1573804978680,2019-11-15T16.02.58.680,0.304,0.488,-5.305,-0.061
1573804978689,2019-11-15T16.02.58.689,0.313,-1.768,-7.195,-0.915
